cp_bar,cp_time,cp_type,confirm_bar,confirm_time,entry_bar,entry_time,atr_entry
1121,2022-07-06 20:00:00+00:00,up,1121,2022-07-06 20:00:00+00:00,1122,2022-07-07 00:00:00+00:00,464.07750294117284
1153,2022-07-12 04:00:00+00:00,down,1153,2022-07-12 04:00:00+00:00,1154,2022-07-12 08:00:00+00:00,420.907391802443
1174,2022-07-15 16:00:00+00:00,up,1174,2022-07-15 16:00:00+00:00,1175,2022-07-15 20:00:00+00:00,492.0545845655079
1236,2022-07-26 00:00:00+00:00,down,1236,2022-07-26 00:00:00+00:00,1237,2022-07-26 04:00:00+00:00,510.609792383017
1250,2022-07-28 08:00:00+00:00,up,1250,2022-07-28 08:00:00+00:00,1251,2022-07-28 12:00:00+00:00,510.3215579797646
1294,2022-08-04 16:00:00+00:00,down,1294,2022-08-04 16:00:00+00:00,1295,2022-08-04 20:00:00+00:00,443.9337453534804
1298,2022-08-05 08:00:00+00:00,up,1298,2022-08-05 08:00:00+00:00,1299,2022-08-05 12:00:00+00:00,430.10576585383063
1372,2022-08-17 16:00:00+00:00,down,1372,2022-08-17 16:00:00+00:00,1373,2022-08-17 20:00:00+00:00,397.3874819346491
1510,2022-09-09 16:00:00+00:00,up,1510,2022-09-09 16:00:00+00:00,1511,2022-09-09 20:00:00+00:00,387.28543586777124
1543,2022-09-15 04:00:00+00:00,down,1543,2022-09-15 04:00:00+00:00,1544,2022-09-15 08:00:00+00:00,498.26032514039554
1616,2022-09-27 08:00:00+00:00,up,1616,2022-09-27 08:00:00+00:00,1617,2022-09-27 12:00:00+00:00,380.92171083648225
1620,2022-09-28 00:00:00+00:00,down,1620,2022-09-28 00:00:00+00:00,1621,2022-09-28 04:00:00+00:00,454.54451226574247
1627,2022-09-29 04:00:00+00:00,up,1627,2022-09-29 04:00:00+00:00,1628,2022-09-29 08:00:00+00:00,437.51493404928124
1647,2022-10-02 12:00:00+00:00,down,1647,2022-10-02 12:00:00+00:00,1648,2022-10-02 16:00:00+00:00,300.6148615858056
1655,2022-10-03 20:00:00+00:00,up,1655,2022-10-03 20:00:00+00:00,1656,2022-10-04 00:00:00+00:00,290.6234902716376
1686,2022-10-09 00:00:00+00:00,down,1686,2022-10-09 00:00:00+00:00,1687,2022-10-09 04:00:00+00:00,229.55046602221955
1739,2022-10-17 20:00:00+00:00,up,1739,2022-10-17 20:00:00+00:00,1740,2022-10-18 00:00:00+00:00,205.01317638369392
1749,2022-10-19 12:00:00+00:00,down,1749,2022-10-19 12:00:00+00:00,1750,2022-10-19 16:00:00+00:00,212.21009440159438
1776,2022-10-24 00:00:00+00:00,up,1776,2022-10-24 00:00:00+00:00,1777,2022-10-24 04:00:00+00:00,171.91515575103887
1868,2022-11-08 08:00:00+00:00,down,1868,2022-11-08 08:00:00+00:00,1869,2022-11-08 12:00:00+00:00,306.82430492045324
2000,2022-11-30 08:00:00+00:00,up,2000,2022-11-30 08:00:00+00:00,2001,2022-11-30 12:00:00+00:00,193.24388088215247
2100,2022-12-17 00:00:00+00:00,down,2100,2022-12-17 00:00:00+00:00,2101,2022-12-17 04:00:00+00:00,232.4463899399039
2208,2023-01-04 00:00:00+00:00,up,2208,2023-01-04 00:00:00+00:00,2209,2023-01-04 04:00:00+00:00,96.878417842127
2408,2023-02-06 08:00:00+00:00,down,2408,2023-02-06 08:00:00+00:00,2409,2023-02-06 12:00:00+00:00,260.10974735006613
2465,2023-02-15 20:00:00+00:00,up,2465,2023-02-15 20:00:00+00:00,2466,2023-02-16 00:00:00+00:00,359.96270212357445
2518,2023-02-24 16:00:00+00:00,down,2518,2023-02-24 16:00:00+00:00,2519,2023-02-24 20:00:00+00:00,436.6035404843242
2620,2023-03-13 16:00:00+00:00,up,2620,2023-03-13 16:00:00+00:00,2621,2023-03-13 20:00:00+00:00,637.2335464964367
2770,2023-04-07 16:00:00+00:00,down,2770,2023-04-07 16:00:00+00:00,2771,2023-04-07 20:00:00+00:00,317.28822941890195
2783,2023-04-09 20:00:00+00:00,up,2783,2023-04-09 20:00:00+00:00,2784,2023-04-10 00:00:00+00:00,263.7417392049071
2844,2023-04-20 00:00:00+00:00,down,2844,2023-04-20 00:00:00+00:00,2845,2023-04-20 04:00:00+00:00,433.3115016503236
2889,2023-04-27 12:00:00+00:00,up,2889,2023-04-27 12:00:00+00:00,2890,2023-04-27 16:00:00+00:00,685.8850859091009
2916,2023-05-02 00:00:00+00:00,down,2916,2023-05-02 00:00:00+00:00,2917,2023-05-02 04:00:00+00:00,446.84166128218527
2930,2023-05-04 08:00:00+00:00,up,2930,2023-05-04 08:00:00+00:00,2931,2023-05-04 12:00:00+00:00,431.464465261449
2953,2023-05-08 04:00:00+00:00,down,2953,2023-05-08 04:00:00+00:00,2954,2023-05-08 08:00:00+00:00,409.19612935368656
3075,2023-05-28 12:00:00+00:00,up,3075,2023-05-28 12:00:00+00:00,3076,2023-05-28 16:00:00+00:00,244.10320362599592
3101,2023-06-01 20:00:00+00:00,down,3101,2023-06-01 20:00:00+00:00,3102,2023-06-02 00:00:00+00:00,326.0982367848068
3111,2023-06-03 12:00:00+00:00,up,3111,2023-06-03 12:00:00+00:00,3112,2023-06-03 16:00:00+00:00,270.1429929843735
3113,2023-06-03 20:00:00+00:00,down,3113,2023-06-03 20:00:00+00:00,3114,2023-06-04 00:00:00+00:00,269.3018663997915
3117,2023-06-04 12:00:00+00:00,up,3117,2023-06-04 12:00:00+00:00,3118,2023-06-04 16:00:00+00:00,237.07659324876224
3120,2023-06-05 00:00:00+00:00,down,3120,2023-06-05 00:00:00+00:00,3121,2023-06-05 04:00:00+00:00,249.21912367621383
3196,2023-06-17 16:00:00+00:00,up,3196,2023-06-17 16:00:00+00:00,3197,2023-06-17 20:00:00+00:00,335.31162247090657
3314,2023-07-07 08:00:00+00:00,down,3314,2023-07-07 08:00:00+00:00,3315,2023-07-07 12:00:00+00:00,386.91217736436647
3339,2023-07-11 12:00:00+00:00,up,3339,2023-07-11 12:00:00+00:00,3340,2023-07-11 16:00:00+00:00,321.37147168282223
3366,2023-07-16 00:00:00+00:00,down,3366,2023-07-16 00:00:00+00:00,3367,2023-07-16 04:00:00+00:00,317.2631493182815
3508,2023-08-08 16:00:00+00:00,up,3508,2023-08-08 16:00:00+00:00,3509,2023-08-08 20:00:00+00:00,219.3380327503087
3550,2023-08-15 16:00:00+00:00,down,3550,2023-08-15 16:00:00+00:00,3551,2023-08-15 20:00:00+00:00,168.79117007856524
3635,2023-08-29 20:00:00+00:00,up,3635,2023-08-29 20:00:00+00:00,3636,2023-08-30 00:00:00+00:00,324.43114254374876
3651,2023-09-01 12:00:00+00:00,down,3651,2023-09-01 12:00:00+00:00,3652,2023-09-01 16:00:00+00:00,351.36946114515007
3723,2023-09-13 12:00:00+00:00,up,3723,2023-09-13 12:00:00+00:00,3724,2023-09-13 16:00:00+00:00,343.5734373178078
3789,2023-09-24 12:00:00+00:00,down,3789,2023-09-24 12:00:00+00:00,3790,2023-09-24 16:00:00+00:00,142.71010910968295
3814,2023-09-28 16:00:00+00:00,up,3814,2023-09-28 16:00:00+00:00,3815,2023-09-28 20:00:00+00:00,279.03219813062645
3889,2023-10-11 04:00:00+00:00,down,3889,2023-10-11 04:00:00+00:00,3890,2023-10-11 08:00:00+00:00,245.03069657686416
3921,2023-10-16 12:00:00+00:00,up,3921,2023-10-16 12:00:00+00:00,3922,2023-10-16 16:00:00+00:00,442.14639767514865
4265,2023-12-12 20:00:00+00:00,down,4265,2023-12-12 20:00:00+00:00,4266,2023-12-13 00:00:00+00:00,729.012159850228
4273,2023-12-14 04:00:00+00:00,up,4273,2023-12-14 04:00:00+00:00,4274,2023-12-14 08:00:00+00:00,716.7407890841505
4292,2023-12-17 08:00:00+00:00,down,4292,2023-12-17 08:00:00+00:00,4293,2023-12-17 12:00:00+00:00,555.7199476228401
4304,2023-12-19 08:00:00+00:00,up,4304,2023-12-19 08:00:00+00:00,4305,2023-12-19 12:00:00+00:00,627.2970983507539
4349,2023-12-26 20:00:00+00:00,down,4349,2023-12-26 20:00:00+00:00,4350,2023-12-27 00:00:00+00:00,533.9905716840522
4386,2024-01-02 00:00:00+00:00,up,4386,2024-01-02 00:00:00+00:00,4387,2024-01-02 04:00:00+00:00,590.6589716829305
4454,2024-01-13 08:00:00+00:00,down,4454,2024-01-13 08:00:00+00:00,4455,2024-01-13 12:00:00+00:00,1163.7809544686138
4541,2024-01-27 20:00:00+00:00,up,4541,2024-01-27 20:00:00+00:00,4542,2024-01-28 00:00:00+00:00,498.2603787845346
4835,2024-03-16 20:00:00+00:00,down,4835,2024-03-16 20:00:00+00:00,4836,2024-03-17 00:00:00+00:00,1869.0406631392789
4888,2024-03-25 16:00:00+00:00,up,4888,2024-03-25 16:00:00+00:00,4889,2024-03-25 20:00:00+00:00,1461.3584609425698
4934,2024-04-02 08:00:00+00:00,down,4934,2024-04-02 08:00:00+00:00,4935,2024-04-02 12:00:00+00:00,1208.7174190539415
4963,2024-04-07 04:00:00+00:00,up,4963,2024-04-07 04:00:00+00:00,4964,2024-04-07 08:00:00+00:00,1060.0921284735646
4999,2024-04-13 04:00:00+00:00,down,4999,2024-04-13 04:00:00+00:00,5000,2024-04-13 08:00:00+00:00,1311.7859552088298
5055,2024-04-22 12:00:00+00:00,up,5055,2024-04-22 12:00:00+00:00,5056,2024-04-22 16:00:00+00:00,1163.2674609035212
5072,2024-04-25 08:00:00+00:00,down,5072,2024-04-25 08:00:00+00:00,5073,2024-04-25 12:00:00+00:00,964.6675000255436
5130,2024-05-05 00:00:00+00:00,up,5130,2024-05-05 00:00:00+00:00,5131,2024-05-05 04:00:00+00:00,1190.0098829486087
5155,2024-05-09 04:00:00+00:00,down,5155,2024-05-09 04:00:00+00:00,5156,2024-05-09 08:00:00+00:00,975.1062160741337
5161,2024-05-10 04:00:00+00:00,up,5161,2024-05-10 04:00:00+00:00,5162,2024-05-10 08:00:00+00:00,947.5936320780681
5163,2024-05-10 12:00:00+00:00,down,5163,2024-05-10 12:00:00+00:00,5164,2024-05-10 16:00:00+00:00,1052.9797133734364
5193,2024-05-15 12:00:00+00:00,up,5193,2024-05-15 12:00:00+00:00,5194,2024-05-15 16:00:00+00:00,935.8702446164385
5280,2024-05-30 00:00:00+00:00,down,5280,2024-05-30 00:00:00+00:00,5281,2024-05-30 04:00:00+00:00,883.3302401661491
5285,2024-05-30 20:00:00+00:00,up,5285,2024-05-30 20:00:00+00:00,5286,2024-05-31 00:00:00+00:00,904.3760387450353
5289,2024-05-31 12:00:00+00:00,down,5289,2024-05-31 12:00:00+00:00,5290,2024-05-31 16:00:00+00:00,905.2250844074598
5306,2024-06-03 08:00:00+00:00,up,5306,2024-06-03 08:00:00+00:00,5307,2024-06-03 12:00:00+00:00,689.4940784704687
5352,2024-06-11 00:00:00+00:00,down,5352,2024-06-11 00:00:00+00:00,5353,2024-06-11 04:00:00+00:00,624.1939170640089
5479,2024-07-02 04:00:00+00:00,up,5479,2024-07-02 04:00:00+00:00,5480,2024-07-02 08:00:00+00:00,663.8965580863487
5482,2024-07-02 16:00:00+00:00,down,5482,2024-07-02 16:00:00+00:00,5483,2024-07-02 20:00:00+00:00,688.9938914415849
5550,2024-07-14 00:00:00+00:00,up,5550,2024-07-14 00:00:00+00:00,5551,2024-07-14 04:00:00+00:00,892.4611138214035
5656,2024-07-31 16:00:00+00:00,down,5656,2024-07-31 16:00:00+00:00,5657,2024-07-31 20:00:00+00:00,1037.7687638008624
5717,2024-08-10 20:00:00+00:00,up,5717,2024-08-10 20:00:00+00:00,5718,2024-08-11 00:00:00+00:00,1237.1486521866384
5724,2024-08-12 00:00:00+00:00,down,5724,2024-08-12 00:00:00+00:00,5725,2024-08-12 04:00:00+00:00,1124.8230587843886
5736,2024-08-14 00:00:00+00:00,up,5736,2024-08-14 00:00:00+00:00,5737,2024-08-14 04:00:00+00:00,1241.0337282278306
5741,2024-08-14 20:00:00+00:00,down,5741,2024-08-14 20:00:00+00:00,5742,2024-08-15 00:00:00+00:00,1239.3955019762889
5773,2024-08-20 04:00:00+00:00,up,5773,2024-08-20 04:00:00+00:00,5774,2024-08-20 08:00:00+00:00,911.7074914942135
5823,2024-08-28 12:00:00+00:00,down,5823,2024-08-28 12:00:00+00:00,5824,2024-08-28 16:00:00+00:00,1099.8726564841077
5909,2024-09-11 20:00:00+00:00,up,5909,2024-09-11 20:00:00+00:00,5910,2024-09-12 00:00:00+00:00,925.8288855249391
6028,2024-10-01 16:00:00+00:00,down,6028,2024-10-01 16:00:00+00:00,6029,2024-10-01 20:00:00+00:00,812.1005592050861
6064,2024-10-07 16:00:00+00:00,up,6064,2024-10-07 16:00:00+00:00,6065,2024-10-07 20:00:00+00:00,774.3866768974228
6065,2024-10-07 20:00:00+00:00,down,6065,2024-10-07 20:00:00+00:00,6066,2024-10-08 00:00:00+00:00,811.080485690464
6095,2024-10-12 20:00:00+00:00,up,6095,2024-10-12 20:00:00+00:00,6096,2024-10-13 00:00:00+00:00,724.2971062705437
6225,2024-11-03 12:00:00+00:00,down,6225,2024-11-03 12:00:00+00:00,6226,2024-11-03 16:00:00+00:00,855.0559447755812
6240,2024-11-06 00:00:00+00:00,up,6240,2024-11-06 00:00:00+00:00,6241,2024-11-06 04:00:00+00:00,1411.5731839832956
6448,2024-12-10 16:00:00+00:00,down,6448,2024-12-10 16:00:00+00:00,6449,2024-12-10 20:00:00+00:00,1893.7846308007647
6453,2024-12-11 12:00:00+00:00,up,6453,2024-12-11 12:00:00+00:00,6454,2024-12-11 16:00:00+00:00,1820.5113515274663
6504,2024-12-20 00:00:00+00:00,down,6504,2024-12-20 00:00:00+00:00,6505,2024-12-20 04:00:00+00:00,2050.898548340104
6588,2025-01-03 00:00:00+00:00,up,6588,2025-01-03 00:00:00+00:00,6589,2025-01-03 04:00:00+00:00,1241.4900487857412
6623,2025-01-08 20:00:00+00:00,down,6623,2025-01-08 20:00:00+00:00,6624,2025-01-09 00:00:00+00:00,1480.778615870986
6661,2025-01-15 04:00:00+00:00,up,6661,2025-01-15 04:00:00+00:00,6662,2025-01-15 08:00:00+00:00,1464.721866815429
6734,2025-01-27 08:00:00+00:00,down,6734,2025-01-27 08:00:00+00:00,6735,2025-01-27 12:00:00+00:00,1619.7212386924477
6751,2025-01-30 04:00:00+00:00,up,6751,2025-01-30 04:00:00+00:00,6752,2025-01-30 08:00:00+00:00,1626.0256052914021
6765,2025-02-01 12:00:00+00:00,down,6765,2025-02-01 12:00:00+00:00,6766,2025-02-01 16:00:00+00:00,1316.1012160604578
6881,2025-02-20 20:00:00+00:00,up,6881,2025-02-20 20:00:00+00:00,6882,2025-02-21 00:00:00+00:00,1012.6260817510988
6893,2025-02-22 20:00:00+00:00,down,6893,2025-02-22 20:00:00+00:00,6894,2025-02-23 00:00:00+00:00,935.0405681283568
6961,2025-03-06 04:00:00+00:00,up,6961,2025-03-06 04:00:00+00:00,6962,2025-03-06 08:00:00+00:00,2466.321982074433
6971,2025-03-07 20:00:00+00:00,down,6971,2025-03-07 20:00:00+00:00,6972,2025-03-08 00:00:00+00:00,2637.9919943762347
7043,2025-03-19 20:00:00+00:00,up,7043,2025-03-19 20:00:00+00:00,7044,2025-03-20 00:00:00+00:00,1281.8439635695734
7099,2025-03-29 04:00:00+00:00,down,7099,2025-03-29 04:00:00+00:00,7100,2025-03-29 08:00:00+00:00,967.4047256697111
7182,2025-04-12 00:00:00+00:00,up,7182,2025-04-12 00:00:00+00:00,7183,2025-04-12 04:00:00+00:00,1817.1534298062832
7469,2025-05-29 20:00:00+00:00,down,7469,2025-05-29 20:00:00+00:00,7470,2025-05-30 00:00:00+00:00,1325.5636060279369
7529,2025-06-08 20:00:00+00:00,up,7529,2025-06-08 20:00:00+00:00,7530,2025-06-09 00:00:00+00:00,849.4195130810127
7558,2025-06-13 16:00:00+00:00,down,7558,2025-06-13 16:00:00+00:00,7559,2025-06-13 20:00:00+00:00,1267.5530442277407
7577,2025-06-16 20:00:00+00:00,up,7577,2025-06-16 20:00:00+00:00,7578,2025-06-17 00:00:00+00:00,1146.5909886055776
7581,2025-06-17 12:00:00+00:00,down,7581,2025-06-17 12:00:00+00:00,7582,2025-06-17 16:00:00+00:00,1236.5540042056416
7627,2025-06-25 04:00:00+00:00,up,7627,2025-06-25 04:00:00+00:00,7628,2025-06-25 08:00:00+00:00,1339.754538016677
7808,2025-07-25 08:00:00+00:00,down,7808,2025-07-25 08:00:00+00:00,7809,2025-07-25 12:00:00+00:00,1442.278367790329
7820,2025-07-27 08:00:00+00:00,up,7820,2025-07-27 08:00:00+00:00,7821,2025-07-27 12:00:00+00:00,980.5908917727706
7840,2025-07-30 16:00:00+00:00,down,7840,2025-07-30 16:00:00+00:00,7841,2025-07-30 20:00:00+00:00,1128.913612037026
7843,2025-07-31 04:00:00+00:00,up,7843,2025-07-31 04:00:00+00:00,7844,2025-07-31 08:00:00+00:00,1073.7997105121522
7846,2025-07-31 16:00:00+00:00,down,7846,2025-07-31 16:00:00+00:00,7847,2025-07-31 20:00:00+00:00,1103.354724488045
7890,2025-08-08 00:00:00+00:00,up,7890,2025-08-08 00:00:00+00:00,7891,2025-08-08 04:00:00+00:00,1060.4927957134141
7943,2025-08-16 20:00:00+00:00,down,7943,2025-08-16 20:00:00+00:00,7944,2025-08-17 00:00:00+00:00,1052.1348249834687
8059,2025-09-05 04:00:00+00:00,up,8059,2025-09-05 04:00:00+00:00,8060,2025-09-05 08:00:00+00:00,1229.91738741693
8069,2025-09-06 20:00:00+00:00,down,8069,2025-09-06 20:00:00+00:00,8070,2025-09-07 00:00:00+00:00,1031.1533717790041
8072,2025-09-07 08:00:00+00:00,up,8072,2025-09-07 08:00:00+00:00,8073,2025-09-07 12:00:00+00:00,940.9102980315142
8161,2025-09-22 04:00:00+00:00,down,8161,2025-09-22 04:00:00+00:00,8162,2025-09-22 08:00:00+00:00,819.7007456370824
8210,2025-09-30 08:00:00+00:00,up,8210,2025-09-30 08:00:00+00:00,8211,2025-09-30 12:00:00+00:00,852.6553029852521
8273,2025-10-10 20:00:00+00:00,down,8273,2025-10-10 20:00:00+00:00,8274,2025-10-11 00:00:00+00:00,2704.5008815134897
8359,2025-10-25 04:00:00+00:00,up,8359,2025-10-25 04:00:00+00:00,8360,2025-10-25 08:00:00+00:00,1359.0691326263982
8391,2025-10-30 12:00:00+00:00,down,8391,2025-10-30 12:00:00+00:00,8392,2025-10-30 16:00:00+00:00,1654.565655702036
8561,2025-11-27 20:00:00+00:00,up,8561,2025-11-27 20:00:00+00:00,8562,2025-11-28 00:00:00+00:00,1345.0861460496078
8582,2025-12-01 08:00:00+00:00,down,8582,2025-12-01 08:00:00+00:00,8583,2025-12-01 12:00:00+00:00,1164.7985303843382
8593,2025-12-03 04:00:00+00:00,up,8593,2025-12-03 04:00:00+00:00,8594,2025-12-03 08:00:00+00:00,1543.5978134889774
8616,2025-12-07 00:00:00+00:00,down,8616,2025-12-07 00:00:00+00:00,8617,2025-12-07 04:00:00+00:00,1098.9611273548517
8623,2025-12-08 04:00:00+00:00,up,8623,2025-12-08 04:00:00+00:00,8624,2025-12-08 08:00:00+00:00,1308.806667856949
8655,2025-12-13 12:00:00+00:00,down,8655,2025-12-13 12:00:00+00:00,8656,2025-12-13 16:00:00+00:00,1145.733443392298
8708,2025-12-22 08:00:00+00:00,up,8708,2025-12-22 08:00:00+00:00,8709,2025-12-22 12:00:00+00:00,1017.0920358794737
8713,2025-12-23 04:00:00+00:00,down,8713,2025-12-23 04:00:00+00:00,8714,2025-12-23 08:00:00+00:00,1138.415919292922
8748,2025-12-29 00:00:00+00:00,up,8748,2025-12-29 00:00:00+00:00,8749,2025-12-29 04:00:00+00:00,761.4662478322516
8753,2025-12-29 20:00:00+00:00,down,8753,2025-12-29 20:00:00+00:00,8754,2025-12-30 00:00:00+00:00,874.8836177938877
8758,2025-12-30 16:00:00+00:00,up,8758,2025-12-30 16:00:00+00:00,8759,2025-12-30 20:00:00+00:00,900.4687912803191
8830,2026-01-11 16:00:00+00:00,down,8830,2026-01-11 16:00:00+00:00,8831,2026-01-11 20:00:00+00:00,692.0758697131616
8831,2026-01-11 20:00:00+00:00,up,8831,2026-01-11 20:00:00+00:00,8832,2026-01-12 00:00:00+00:00,701.549021876507
8881,2026-01-20 04:00:00+00:00,down,8881,2026-01-20 04:00:00+00:00,8882,2026-01-20 08:00:00+00:00,856.5785627135429
9130,2026-03-02 16:00:00+00:00,up,9130,2026-03-02 16:00:00+00:00,9131,2026-03-02 20:00:00+00:00,1576.78447438966
9164,2026-03-08 08:00:00+00:00,down,9164,2026-03-08 08:00:00+00:00,9165,2026-03-08 12:00:00+00:00,1082.32704032868
9175,2026-03-10 04:00:00+00:00,up,9175,2026-03-10 04:00:00+00:00,9176,2026-03-10 08:00:00+00:00,1243.598008609768
9235,2026-03-20 04:00:00+00:00,down,9235,2026-03-20 04:00:00+00:00,9236,2026-03-20 08:00:00+00:00,1130.0880221393093
9270,2026-03-26 00:00:00+00:00,up,9270,2026-03-26 00:00:00+00:00,9271,2026-03-26 04:00:00+00:00,1114.15091401024
9271,2026-03-26 04:00:00+00:00,down,9271,2026-03-26 04:00:00+00:00,9272,2026-03-26 08:00:00+00:00,1117.3829915809367
9337,2026-04-06 04:00:00+00:00,up,9337,2026-04-06 04:00:00+00:00,9338,2026-04-06 08:00:00+00:00,721.6398857076829
9478,2026-04-29 16:00:00+00:00,down,9478,2026-04-29 16:00:00+00:00,9479,2026-04-29 20:00:00+00:00,891.9035255543625
9489,2026-05-01 12:00:00+00:00,up,9489,2026-05-01 12:00:00+00:00,9490,2026-05-01 16:00:00+00:00,810.1837000612202
9565,2026-05-14 04:00:00+00:00,down,9565,2026-05-14 04:00:00+00:00,9566,2026-05-14 08:00:00+00:00,830.0744113914087
9568,2026-05-14 16:00:00+00:00,up,9568,2026-05-14 16:00:00+00:00,9569,2026-05-14 20:00:00+00:00,915.8961668465472
9574,2026-05-15 16:00:00+00:00,down,9574,2026-05-15 16:00:00+00:00,9575,2026-05-15 20:00:00+00:00,906.0154118262296
9755,2026-06-14 20:00:00+00:00,up,9755,2026-06-14 20:00:00+00:00,9756,2026-06-15 00:00:00+00:00,768.1249103372629
9778,2026-06-18 16:00:00+00:00,down,9778,2026-06-18 16:00:00+00:00,9779,2026-06-18 20:00:00+00:00,955.7632563557462
