signal_time,entry_time,exit_time,raw_direction,trade_direction,confirm_n,exit_reason,hold_bars,gross_R,net_R
2022-05-20 12:45:00+00:00,2022-05-20 13:00:00+00:00,2022-05-20 13:15:00+00:00,1,1,5,tp,1,0.8502808164905361,0.6454592090242002
2022-05-20 13:30:00+00:00,2022-05-20 13:45:00+00:00,2022-05-20 14:15:00+00:00,1,1,5,stop,2,-1.0,-1.1323264355309308
2022-05-26 11:00:00+00:00,2022-05-26 11:15:00+00:00,2022-05-26 12:30:00+00:00,1,1,5,stop,5,-1.0,-1.1830024066427918
2022-05-26 11:15:00+00:00,2022-05-26 11:30:00+00:00,2022-05-26 12:30:00+00:00,1,1,5,stop,4,-1.0,-1.1655576862377903
2022-05-29 13:00:00+00:00,2022-05-29 13:15:00+00:00,2022-05-29 15:00:00+00:00,-1,-1,5,tp,7,0.6974990772934255,0.47545670865118767
2022-05-30 06:15:00+00:00,2022-05-30 06:30:00+00:00,2022-05-30 08:30:00+00:00,-1,-1,5,time,8,-0.2230279266641219,-0.3208432222448324
2022-05-31 14:00:00+00:00,2022-05-31 14:15:00+00:00,2022-05-31 14:30:00+00:00,1,1,4,tp,1,0.8577223390055413,0.6748754774899635
2022-06-02 13:15:00+00:00,2022-06-02 13:30:00+00:00,2022-06-02 13:45:00+00:00,1,1,4,tp,1,0.6622268278443283,0.5111194363245066
2022-06-03 11:30:00+00:00,2022-06-03 11:45:00+00:00,2022-06-03 12:15:00+00:00,-1,-1,4,tp,2,0.2645195696059508,0.09138801764415913
2022-06-05 09:30:00+00:00,2022-06-05 09:45:00+00:00,2022-06-05 11:45:00+00:00,1,1,5,tp,8,0.6646079422844341,0.3496795089800678
2022-06-07 22:45:00+00:00,2022-06-07 23:00:00+00:00,2022-06-08 01:00:00+00:00,1,1,6,time,8,-0.26723320676172485,-0.31057710564681973
2022-06-08 18:30:00+00:00,2022-06-08 18:45:00+00:00,2022-06-08 20:45:00+00:00,1,1,5,time,8,0.032043226728088355,-0.10201376839057316
2022-06-09 12:15:00+00:00,2022-06-09 12:30:00+00:00,2022-06-09 13:30:00+00:00,1,1,5,stop,4,-1.0,-1.1788504953382606
2022-06-10 00:15:00+00:00,2022-06-10 00:30:00+00:00,2022-06-10 01:15:00+00:00,1,1,4,tp,3,0.4947455365633101,0.37477741933095465
2022-06-10 09:15:00+00:00,2022-06-10 09:30:00+00:00,2022-06-10 11:30:00+00:00,1,1,6,time,8,-0.017329182245513747,-0.2523339121155609
2022-06-11 09:00:00+00:00,2022-06-11 09:15:00+00:00,2022-06-11 09:30:00+00:00,1,1,5,tp,1,0.42944197887748486,0.2861004548050726
2022-06-12 14:30:00+00:00,2022-06-12 14:45:00+00:00,2022-06-12 15:00:00+00:00,-1,-1,6,stop,1,-1.0,-1.1710230819547465
2022-06-12 22:00:00+00:00,2022-06-12 22:15:00+00:00,2022-06-12 22:30:00+00:00,1,1,4,stop,1,-1.0,-1.1353283405545664
2022-06-18 08:15:00+00:00,2022-06-18 08:30:00+00:00,2022-06-18 10:15:00+00:00,1,1,5,tp,7,0.6266081753306926,0.5703836654739324
2022-06-25 00:30:00+00:00,2022-06-25 00:45:00+00:00,2022-06-25 02:45:00+00:00,1,1,4,time,8,-0.5089770912653508,-0.6832561186538691
2022-06-27 18:00:00+00:00,2022-06-27 18:15:00+00:00,2022-06-27 18:30:00+00:00,1,1,6,tp,1,0.4301374661852706,0.3163236415774552
2022-07-01 00:30:00+00:00,2022-07-01 00:45:00+00:00,2022-07-01 02:45:00+00:00,-1,-1,4,time,8,0.1966991275027862,0.1471025101990167
2022-07-03 04:45:00+00:00,2022-07-03 05:00:00+00:00,2022-07-03 07:00:00+00:00,1,1,6,time,8,-0.26390636478756796,-0.3211698778846257
2022-07-03 05:00:00+00:00,2022-07-03 05:15:00+00:00,2022-07-03 05:30:00+00:00,-1,-1,4,tp,1,0.5303530777287098,0.4121066073550865
2022-07-03 08:45:00+00:00,2022-07-03 09:00:00+00:00,2022-07-03 10:30:00+00:00,1,1,4,tp,6,1.0453459904637568,0.7844705941288102
2022-07-11 13:30:00+00:00,2022-07-11 13:45:00+00:00,2022-07-11 14:00:00+00:00,-1,-1,4,tp,1,0.3877685433707536,0.28540149709391477
2022-07-23 00:00:00+00:00,2022-07-23 00:15:00+00:00,2022-07-23 00:30:00+00:00,1,1,4,tp,1,0.3350669730719025,0.16706185598900028
2022-07-24 17:30:00+00:00,2022-07-24 17:45:00+00:00,2022-07-24 19:45:00+00:00,1,1,4,time,8,-0.5699139495424292,-0.7771879488752594
2022-07-25 13:30:00+00:00,2022-07-25 13:45:00+00:00,2022-07-25 14:15:00+00:00,1,1,6,stop,2,-1.0,-1.1723310085655905
2022-07-26 03:00:00+00:00,2022-07-26 03:15:00+00:00,2022-07-26 03:30:00+00:00,1,1,4,tp,1,0.41318873616290497,0.28340469893367937
2022-07-26 11:45:00+00:00,2022-07-26 12:00:00+00:00,2022-07-26 12:15:00+00:00,1,1,6,tp,1,0.4011867700183485,0.22910528558294446
2022-07-28 12:15:00+00:00,2022-07-28 12:30:00+00:00,2022-07-28 12:45:00+00:00,1,1,6,tp,1,0.6444340773509911,0.4684783643659489
2022-07-28 12:45:00+00:00,2022-07-28 13:00:00+00:00,2022-07-28 13:30:00+00:00,-1,-1,5,stop,2,-1.0,-1.1541828458388157
2022-07-28 20:30:00+00:00,2022-07-28 20:45:00+00:00,2022-07-28 22:45:00+00:00,-1,-1,4,time,8,-0.13777474928616815,-0.24429429440933376
2022-07-30 01:45:00+00:00,2022-07-30 02:00:00+00:00,2022-07-30 04:00:00+00:00,1,1,6,time,8,-0.35454831281158,-0.4786874706795807
2022-08-17 18:00:00+00:00,2022-08-17 18:15:00+00:00,2022-08-17 18:30:00+00:00,1,1,5,tp,1,0.13522839185847957,-0.03280610168737613
2022-08-18 12:15:00+00:00,2022-08-18 12:30:00+00:00,2022-08-18 13:30:00+00:00,-1,-1,4,tp,4,0.40571306605981455,0.10848550524222467
2022-08-19 19:00:00+00:00,2022-08-19 19:15:00+00:00,2022-08-19 21:15:00+00:00,1,1,5,time,8,-0.34796751942233,-0.4883457046509926
2022-08-21 20:45:00+00:00,2022-08-21 21:00:00+00:00,2022-08-21 22:00:00+00:00,-1,-1,6,tp,4,0.14893464599768835,0.06685039529065269
2022-08-23 13:30:00+00:00,2022-08-23 13:45:00+00:00,2022-08-23 14:00:00+00:00,-1,-1,6,stop,1,-1.0,-1.1164839168221024
2022-08-26 14:00:00+00:00,2022-08-26 14:15:00+00:00,2022-08-26 14:30:00+00:00,1,1,6,stop,1,-1.0,-1.0876783340900409
2022-09-02 12:45:00+00:00,2022-09-02 13:00:00+00:00,2022-09-02 13:15:00+00:00,1,1,4,tp,1,0.7259267371712026,0.5043957528453051
2022-09-10 21:45:00+00:00,2022-09-10 22:00:00+00:00,2022-09-11 00:00:00+00:00,-1,-1,4,time,8,-0.11473479792318214,-0.2351728714264655
2022-09-11 20:15:00+00:00,2022-09-11 20:30:00+00:00,2022-09-11 20:45:00+00:00,1,1,4,stop,1,-1.0,-1.3050318679016102
2022-09-12 01:45:00+00:00,2022-09-12 02:00:00+00:00,2022-09-12 02:15:00+00:00,-1,-1,4,tp,1,0.5190782787136325,0.4383175766168704
2022-09-14 00:15:00+00:00,2022-09-14 00:30:00+00:00,2022-09-14 01:00:00+00:00,1,1,6,tp,2,0.3637948739598447,0.21054484655848868
2022-09-14 07:45:00+00:00,2022-09-14 08:00:00+00:00,2022-09-14 08:30:00+00:00,1,1,6,tp,2,0.8067886298726868,0.5828422634429489
2022-09-14 11:45:00+00:00,2022-09-14 12:00:00+00:00,2022-09-14 12:30:00+00:00,1,1,4,tp,2,0.518930007091385,0.3656169342345399
2022-09-15 06:45:00+00:00,2022-09-15 07:00:00+00:00,2022-09-15 09:00:00+00:00,-1,-1,4,time,8,-0.1489923687614977,-0.2690848286353716
2022-09-15 15:15:00+00:00,2022-09-15 15:30:00+00:00,2022-09-15 17:00:00+00:00,1,1,5,tp,6,0.5684616123101958,0.4808009573598926
2022-09-25 22:00:00+00:00,2022-09-25 22:15:00+00:00,2022-09-25 22:30:00+00:00,1,1,4,tp,1,0.5991866636259998,0.4516471414920996
2022-09-30 00:30:00+00:00,2022-09-30 00:45:00+00:00,2022-09-30 02:15:00+00:00,-1,-1,5,tp,6,0.2010814242910804,0.09469318623728207
2022-09-30 12:30:00+00:00,2022-09-30 12:45:00+00:00,2022-09-30 13:45:00+00:00,1,1,4,tp,4,0.4525666405457097,0.3547091994594734
2022-10-02 22:00:00+00:00,2022-10-02 22:15:00+00:00,2022-10-02 23:00:00+00:00,1,1,4,stop,3,-1.0,-1.298475586395465
2022-10-03 00:00:00+00:00,2022-10-03 00:15:00+00:00,2022-10-03 01:00:00+00:00,1,1,5,tp,3,0.798780252470104,0.602491693581306
2022-10-07 12:15:00+00:00,2022-10-07 12:30:00+00:00,2022-10-07 12:45:00+00:00,1,1,4,stop,1,-1.0,-1.0982413041751666
2022-10-10 08:30:00+00:00,2022-10-10 08:45:00+00:00,2022-10-10 09:45:00+00:00,1,1,4,tp,4,0.6263490308484043,0.3990967570081718
2022-10-11 14:00:00+00:00,2022-10-11 14:15:00+00:00,2022-10-11 15:30:00+00:00,1,1,4,tp,5,0.48370875225221527,0.34827706271665526
2022-10-12 12:30:00+00:00,2022-10-12 12:45:00+00:00,2022-10-12 14:45:00+00:00,1,1,5,time,8,-0.17111028704203418,-0.3015964569730794
2022-10-15 21:00:00+00:00,2022-10-15 21:15:00+00:00,2022-10-15 23:00:00+00:00,1,1,4,stop,7,-1.0,-1.49753921794894
2022-10-15 23:00:00+00:00,2022-10-15 23:15:00+00:00,2022-10-15 23:30:00+00:00,1,1,6,tp,1,0.49547127501867755,0.17645250662132977
2022-10-19 23:45:00+00:00,2022-10-20 00:00:00+00:00,2022-10-20 00:45:00+00:00,1,1,5,stop,3,-1.0,-1.4912632112284874
2022-10-23 12:15:00+00:00,2022-10-23 12:30:00+00:00,2022-10-23 12:45:00+00:00,1,1,5,tp,1,0.36238732742330504,-0.026366880223612832
2022-10-26 14:15:00+00:00,2022-10-26 14:30:00+00:00,2022-10-26 14:45:00+00:00,-1,-1,5,stop,1,-1.0,-1.1677702076450525
2022-11-01 13:45:00+00:00,2022-11-01 14:00:00+00:00,2022-11-01 16:00:00+00:00,1,1,4,tp,8,0.89584451856704,0.5392987015623232
2022-11-09 21:30:00+00:00,2022-11-09 21:45:00+00:00,2022-11-09 22:00:00+00:00,-1,-1,5,tp,1,0.17253437574621464,0.12799120622900312
2022-11-13 07:00:00+00:00,2022-11-13 07:15:00+00:00,2022-11-13 09:00:00+00:00,1,1,5,stop,7,-1.0,-1.1149313678475834
2022-11-15 13:30:00+00:00,2022-11-15 13:45:00+00:00,2022-11-15 14:15:00+00:00,-1,-1,5,tp,2,0.731626458595653,0.5808748970225088
2022-11-17 13:15:00+00:00,2022-11-17 13:30:00+00:00,2022-11-17 15:15:00+00:00,1,1,5,tp,7,0.6601676966916324,0.42340826374417584
2022-11-21 16:30:00+00:00,2022-11-21 16:45:00+00:00,2022-11-21 18:45:00+00:00,1,1,6,time,8,-0.38433901175148766,-0.5539797450120199
2022-11-26 14:30:00+00:00,2022-11-26 14:45:00+00:00,2022-11-26 15:00:00+00:00,-1,-1,4,tp,1,0.5462098936730148,0.20470894826065456
2022-11-26 22:45:00+00:00,2022-11-26 23:00:00+00:00,2022-11-26 23:15:00+00:00,1,1,4,tp,1,0.7378865128267735,0.32870952429305866
2022-12-01 13:30:00+00:00,2022-12-01 13:45:00+00:00,2022-12-01 14:00:00+00:00,-1,-1,5,tp,1,0.25988108504779284,0.1566653423301519
2022-12-01 13:45:00+00:00,2022-12-01 14:00:00+00:00,2022-12-01 15:15:00+00:00,1,1,4,stop,5,-1.0,-1.1796905512865612
2022-12-02 01:45:00+00:00,2022-12-02 02:00:00+00:00,2022-12-02 04:00:00+00:00,1,1,4,time,8,-0.5716365965319646,-0.9435719480654726
2022-12-04 23:30:00+00:00,2022-12-04 23:45:00+00:00,2022-12-05 00:30:00+00:00,-1,-1,4,stop,3,-1.0,-1.1991309108765513
2022-12-09 10:00:00+00:00,2022-12-09 10:15:00+00:00,2022-12-09 12:15:00+00:00,-1,-1,4,time,8,-0.33871845914214266,-0.879501546095756
2022-12-09 12:30:00+00:00,2022-12-09 12:45:00+00:00,2022-12-09 13:15:00+00:00,-1,-1,4,tp,2,0.13383883339531064,-0.01975818084470507
2022-12-13 07:15:00+00:00,2022-12-13 07:30:00+00:00,2022-12-13 07:45:00+00:00,1,1,4,tp,1,0.5849076053343195,0.18951829885691884
2022-12-15 18:45:00+00:00,2022-12-15 19:00:00+00:00,2022-12-15 19:30:00+00:00,1,1,4,tp,2,0.3033152051211822,0.04771494522639458
2022-12-16 16:00:00+00:00,2022-12-16 16:15:00+00:00,2022-12-16 16:45:00+00:00,1,1,5,stop,2,-1.0,-1.1510603425018582
2022-12-18 18:45:00+00:00,2022-12-18 19:00:00+00:00,2022-12-18 21:00:00+00:00,1,1,5,tp,8,0.9993002080288094,0.2935000420027898
2022-12-18 22:30:00+00:00,2022-12-18 22:45:00+00:00,2022-12-18 23:00:00+00:00,-1,-1,4,tp,1,0.4268622285086758,0.17064875107753652
2022-12-19 14:45:00+00:00,2022-12-19 15:00:00+00:00,2022-12-19 16:00:00+00:00,1,1,5,stop,4,-1.0,-1.31906405568451
2022-12-20 14:30:00+00:00,2022-12-20 14:45:00+00:00,2022-12-20 15:00:00+00:00,-1,-1,4,stop,1,-1.0,-1.5092174979744177
2022-12-20 15:30:00+00:00,2022-12-20 15:45:00+00:00,2022-12-20 16:00:00+00:00,-1,-1,5,tp,1,0.7499045249140511,0.5307293906090631
2022-12-23 13:30:00+00:00,2022-12-23 13:45:00+00:00,2022-12-23 15:45:00+00:00,1,1,4,time,8,-0.2805105146959189,-0.3988992761470448
2022-12-25 14:30:00+00:00,2022-12-25 14:45:00+00:00,2022-12-25 15:00:00+00:00,1,1,6,tp,1,0.19126385559172843,-0.05918428637251383
2023-01-10 14:45:00+00:00,2023-01-10 15:00:00+00:00,2023-01-10 15:15:00+00:00,1,1,5,tp,1,0.5283021285003862,0.2103483512777436
2023-01-11 03:15:00+00:00,2023-01-11 03:30:00+00:00,2023-01-11 05:30:00+00:00,1,1,5,time,8,0.47137789057452506,-0.03011919463081769
2023-01-13 10:30:00+00:00,2023-01-13 10:45:00+00:00,2023-01-13 11:00:00+00:00,1,1,6,tp,1,0.6489028094099833,0.3723605238018081
2023-01-17 14:15:00+00:00,2023-01-17 14:30:00+00:00,2023-01-17 14:45:00+00:00,-1,-1,4,tp,1,0.26085839613624506,0.18284382131972382
2023-01-19 13:30:00+00:00,2023-01-19 13:45:00+00:00,2023-01-19 14:00:00+00:00,1,1,4,tp,1,0.18800301096683125,-0.17648745053909087
2023-01-21 10:30:00+00:00,2023-01-21 10:45:00+00:00,2023-01-21 12:00:00+00:00,1,1,4,tp,5,0.8641191884758467,0.7383982169488351
2023-01-24 14:30:00+00:00,2023-01-24 14:45:00+00:00,2023-01-24 16:45:00+00:00,1,1,4,time,8,0.18717600656959502,0.006381401205258347
2023-01-25 22:00:00+00:00,2023-01-25 22:15:00+00:00,2023-01-25 22:45:00+00:00,-1,-1,4,tp,2,0.5637915007827964,0.48584538336965644
2023-01-26 13:30:00+00:00,2023-01-26 13:45:00+00:00,2023-01-26 14:00:00+00:00,1,1,6,tp,1,0.5301038727893919,0.3704490593375258
2023-01-27 20:00:00+00:00,2023-01-27 20:15:00+00:00,2023-01-27 20:45:00+00:00,-1,-1,5,tp,2,0.46559460905107275,0.3371433714054435
2023-02-01 09:00:00+00:00,2023-02-01 09:15:00+00:00,2023-02-01 11:15:00+00:00,1,1,4,tp,8,0.7915617349666595,0.417224047355992
2023-02-04 16:15:00+00:00,2023-02-04 16:30:00+00:00,2023-02-04 18:30:00+00:00,1,1,5,time,8,0.10985468252281637,-0.29048629577991614
2023-02-05 17:15:00+00:00,2023-02-05 17:30:00+00:00,2023-02-05 17:45:00+00:00,1,1,5,stop,1,-1.0,-1.1498854952198139
2023-02-06 05:30:00+00:00,2023-02-06 05:45:00+00:00,2023-02-06 07:15:00+00:00,1,1,6,tp,6,0.7825713967650069,0.5027363397621143
2023-02-06 14:30:00+00:00,2023-02-06 14:45:00+00:00,2023-02-06 15:15:00+00:00,-1,-1,4,tp,2,0.30339502490283726,-0.016338873459885273
2023-02-09 12:45:00+00:00,2023-02-09 13:00:00+00:00,2023-02-09 14:30:00+00:00,-1,-1,5,stop,6,-1.0,-1.3262412807605777
2023-02-10 11:00:00+00:00,2023-02-10 11:15:00+00:00,2023-02-10 11:30:00+00:00,1,1,4,stop,1,-1.0,-1.4740475052134696
2023-02-10 15:45:00+00:00,2023-02-10 16:00:00+00:00,2023-02-10 18:00:00+00:00,1,1,6,time,8,0.20230269387268468,0.03523230953663578
2023-02-18 07:45:00+00:00,2023-02-18 08:00:00+00:00,2023-02-18 10:00:00+00:00,1,1,4,time,8,0.04317068834896729,-0.2790307409653321
2023-02-21 08:15:00+00:00,2023-02-21 08:30:00+00:00,2023-02-21 08:45:00+00:00,-1,-1,5,tp,1,0.37859629379269544,0.2655029049189016
2023-02-24 19:30:00+00:00,2023-02-24 19:45:00+00:00,2023-02-24 20:00:00+00:00,1,1,5,tp,1,0.7838075197205159,0.6254044352702703
2023-02-26 14:45:00+00:00,2023-02-26 15:00:00+00:00,2023-02-26 17:00:00+00:00,-1,-1,4,time,8,0.09956924157964243,-0.19421487468066395
2023-02-27 16:30:00+00:00,2023-02-27 16:45:00+00:00,2023-02-27 18:45:00+00:00,1,1,5,time,8,-0.40325097908466234,-0.5225227833081709
2023-02-28 20:00:00+00:00,2023-02-28 20:15:00+00:00,2023-02-28 21:00:00+00:00,1,1,4,stop,3,-1.0,-1.2103652986725466
2023-03-01 14:30:00+00:00,2023-03-01 14:45:00+00:00,2023-03-01 16:45:00+00:00,1,1,4,time,8,-0.14897916081587567,-0.34601045189934776
2023-03-03 15:00:00+00:00,2023-03-03 15:15:00+00:00,2023-03-03 17:15:00+00:00,1,1,4,time,8,0.04220548656164477,-0.11722162007622389
2023-03-03 21:15:00+00:00,2023-03-03 21:30:00+00:00,2023-03-03 23:30:00+00:00,1,1,4,tp,8,0.5288270074417913,0.33539896392134116
2023-03-04 05:30:00+00:00,2023-03-04 05:45:00+00:00,2023-03-04 06:00:00+00:00,1,1,6,tp,1,0.799856588248723,0.1585394190947773
2023-03-04 18:00:00+00:00,2023-03-04 18:15:00+00:00,2023-03-04 19:45:00+00:00,1,1,4,stop,6,-1.0,-1.3869455150119192
2023-03-07 14:30:00+00:00,2023-03-07 14:45:00+00:00,2023-03-07 15:00:00+00:00,1,1,5,stop,1,-1.0,-1.2479284045098542
2023-03-15 12:30:00+00:00,2023-03-15 12:45:00+00:00,2023-03-15 14:45:00+00:00,-1,-1,6,time,8,-0.14390916329740758,-0.201028680887988
2023-03-17 21:45:00+00:00,2023-03-17 22:00:00+00:00,2023-03-17 22:15:00+00:00,1,1,6,tp,1,0.4556908824017506,0.34085889952898574
2023-03-18 16:30:00+00:00,2023-03-18 16:45:00+00:00,2023-03-18 18:45:00+00:00,1,1,5,time,8,0.04950233010672155,-0.0005100573420635593
2023-03-19 11:00:00+00:00,2023-03-19 11:15:00+00:00,2023-03-19 11:45:00+00:00,1,1,4,tp,2,0.5276010019894465,0.24110881336626366
2023-03-19 15:00:00+00:00,2023-03-19 15:15:00+00:00,2023-03-19 15:45:00+00:00,-1,-1,5,stop,2,-1.0,-1.165873105613097
2023-03-23 15:15:00+00:00,2023-03-23 15:30:00+00:00,2023-03-23 17:15:00+00:00,-1,-1,5,tp,7,0.7378202361161239,0.6207223568799687
