symbol,signal_time,entry_time,exit_time,direction,exit_reason,hold_bars,consec,prem_close_sig,ext_pct_sig,gross_R,net_R
DOGEUSDT,2022-06-08 12:00:00+00:00,2022-06-08 16:00:00+00:00,2022-06-10 00:00:00+00:00,1,stop,8,4,-0.00050509,-0.06367021573379351,-0.9999999999999983,-1.0468144743103582
ADAUSDT,2022-06-22 04:00:00+00:00,2022-06-22 08:00:00+00:00,2022-06-27 08:00:00+00:00,1,time,30,4,-0.00071834,-0.11269771095803827,1.3865777755046769,1.3650373732909933
ADAUSDT,2022-06-22 08:00:00+00:00,2022-06-22 12:00:00+00:00,2022-06-27 12:00:00+00:00,1,time,30,4,-0.00051415,-0.09014897772217599,0.6453356317140839,0.6231253303892575
ADAUSDT,2022-06-22 12:00:00+00:00,2022-06-22 16:00:00+00:00,2022-06-27 16:00:00+00:00,1,stop,30,4,-0.00081448,-0.0999779127224236,0.4541519994637482,0.4317485985167182
ADAUSDT,2022-06-25 12:00:00+00:00,2022-06-25 16:00:00+00:00,2022-06-26 20:00:00+00:00,1,stop,7,5,-0.00026268,-0.05862059601984297,0.5693308375952018,0.5387863001549604
XRPUSDT,2022-06-30 00:00:00+00:00,2022-06-30 04:00:00+00:00,2022-06-30 08:00:00+00:00,1,stop,1,4,-0.00046293,-0.06802628404736392,-1.0000000000000016,-1.0344316101135829
XRPUSDT,2022-06-30 04:00:00+00:00,2022-06-30 08:00:00+00:00,2022-07-01 04:00:00+00:00,1,stop,5,4,-0.00057127,-0.09035243571944788,-0.21345282120973108,-0.24629959769844834
BNBUSDT,2022-06-30 04:00:00+00:00,2022-06-30 08:00:00+00:00,2022-07-01 12:00:00+00:00,1,stop,7,4,-0.00012425,-0.11158637935887077,0.268104347929068,0.2326022025548351
BNBUSDT,2022-06-30 08:00:00+00:00,2022-06-30 12:00:00+00:00,2022-07-01 12:00:00+00:00,1,stop,6,4,-0.00105815,-0.12390385396483544,0.6199079949023413,0.5849154564304869
XRPUSDT,2022-06-30 08:00:00+00:00,2022-06-30 12:00:00+00:00,2022-07-01 04:00:00+00:00,1,stop,4,4,-0.00088782,-0.11267858739153201,0.34414789184860456,0.31266713410779257
BNBUSDT,2022-06-30 16:00:00+00:00,2022-06-30 20:00:00+00:00,2022-07-01 12:00:00+00:00,1,stop,4,4,-3.254e-05,-0.10721430646119053,0.16213268292166028,0.12606417592229693
DOGEUSDT,2022-07-14 12:00:00+00:00,2022-07-14 16:00:00+00:00,2022-07-16 16:00:00+00:00,1,premium_zerocross,12,4,-0.0005127,-0.07905498416650132,1.2268548542126854,1.1903125335306235
DOGEUSDT,2022-07-15 00:00:00+00:00,2022-07-15 04:00:00+00:00,2022-07-16 16:00:00+00:00,1,premium_zerocross,9,4,-0.00086986,-0.05236453834905398,0.629098165633089,0.5914134619550488
DOGEUSDT,2022-08-27 00:00:00+00:00,2022-08-27 04:00:00+00:00,2022-08-29 00:00:00+00:00,1,stop,11,4,-0.0005158,-0.09257810431047467,-1.0000000000000004,-1.0316216985387208
DOGEUSDT,2022-09-14 04:00:00+00:00,2022-09-14 08:00:00+00:00,2022-09-16 00:00:00+00:00,1,stop,10,4,-0.00018863,-0.05526011305495952,-0.9383696354939488,-0.9772302124240435
DOGEUSDT,2022-09-20 08:00:00+00:00,2022-09-20 12:00:00+00:00,2022-09-20 20:00:00+00:00,1,stop,2,4,-0.00034383,-0.05672061166012679,-0.174590527635242,-0.22327928755146387
DOGEUSDT,2022-09-20 20:00:00+00:00,2022-09-21 00:00:00+00:00,2022-09-21 20:00:00+00:00,1,stop,5,4,-0.00044362,-0.05542556530579031,-0.24303403255422004,-0.28558954231133593
SOLUSDT,2022-10-11 20:00:00+00:00,2022-10-12 00:00:00+00:00,2022-10-13 04:00:00+00:00,1,stop,7,4,-0.00068756,-0.06650148526992267,-0.5690026162345063,-0.6258217021527297
ADAUSDT,2022-11-12 12:00:00+00:00,2022-11-12 16:00:00+00:00,2022-11-14 00:00:00+00:00,1,stop,8,4,-0.00013869,-0.10106555760621147,-1.000000000000001,-1.0217368372338131
ADAUSDT,2022-11-12 16:00:00+00:00,2022-11-12 20:00:00+00:00,2022-11-14 00:00:00+00:00,1,stop,7,5,-0.00043828,-0.10289106996384327,-0.9999999999999989,-1.0228949193172168
ADAUSDT,2022-11-12 20:00:00+00:00,2022-11-13 00:00:00+00:00,2022-11-14 00:00:00+00:00,1,stop,6,6,-0.00026666,-0.1143657190689568,-0.9999999999999994,-1.0234568729980424
BNBUSDT,2022-11-12 20:00:00+00:00,2022-11-13 00:00:00+00:00,2022-11-14 12:00:00+00:00,1,premium_zerocross,9,4,-0.00040322,-0.0805150448189292,-0.1861766122085803,-0.207783581896196
ADAUSDT,2022-11-13 00:00:00+00:00,2022-11-13 04:00:00+00:00,2022-11-14 00:00:00+00:00,1,stop,5,6,-0.00043218,-0.09274852367790051,-1.0000000000000013,-1.0246220609070853
BNBUSDT,2022-11-13 00:00:00+00:00,2022-11-13 04:00:00+00:00,2022-11-14 12:00:00+00:00,1,premium_zerocross,8,4,-0.0009675,-0.06570657703911686,-0.3282027111277133,-0.35097872354786447
ADAUSDT,2022-11-13 04:00:00+00:00,2022-11-13 08:00:00+00:00,2022-11-14 04:00:00+00:00,1,stop,5,5,-0.00047754,-0.11753249309791723,-1.0000000000000013,-1.0237692042710977
BNBUSDT,2022-11-13 04:00:00+00:00,2022-11-13 08:00:00+00:00,2022-11-14 12:00:00+00:00,1,premium_zerocross,7,4,-0.00104309,-0.07744179019678982,-0.12791864817843493,-0.15093489283725833
ADAUSDT,2022-11-13 08:00:00+00:00,2022-11-13 12:00:00+00:00,2022-11-18 12:00:00+00:00,1,time,30,4,-0.00031994,-0.12306933733004859,-0.3279516322811711,-0.3521909018137749
ADAUSDT,2022-11-17 12:00:00+00:00,2022-11-17 16:00:00+00:00,2022-11-20 20:00:00+00:00,1,stop,19,4,-0.00069582,-0.11658791346035025,-0.7084651780285686,-0.743776071062145
ADAUSDT,2022-11-18 00:00:00+00:00,2022-11-18 04:00:00+00:00,2022-11-20 12:00:00+00:00,1,stop,14,4,-0.00035121,-0.08803879834565949,-1.0000000000000016,-1.038787404584152
SOLUSDT,2022-11-21 16:00:00+00:00,2022-11-21 20:00:00+00:00,2022-11-26 04:00:00+00:00,1,premium_zerocross,26,4,-0.0008857,-0.3970448590894176,4.100482373146025,4.0790557766695335
ADAUSDT,2022-11-24 20:00:00+00:00,2022-11-25 00:00:00+00:00,2022-11-28 00:00:00+00:00,1,stop,18,4,-0.00011932,-0.07076890782764077,-0.7630429479005192,-0.8127294720444228
ADAUSDT,2022-11-25 00:00:00+00:00,2022-11-25 04:00:00+00:00,2022-11-28 00:00:00+00:00,1,stop,17,5,-0.00028543,-0.08458255380653049,-0.06063318934882901,-0.10771348630578323
ADAUSDT,2022-11-25 04:00:00+00:00,2022-11-25 08:00:00+00:00,2022-11-28 00:00:00+00:00,1,stop,16,5,-0.00031509,-0.0768899702250728,-0.3246674529055511,-0.3733067210419305
ADAUSDT,2022-11-25 08:00:00+00:00,2022-11-25 12:00:00+00:00,2022-11-28 00:00:00+00:00,1,stop,15,5,-3.793e-05,-0.07067672964004927,-0.5493896347711926,-0.5982408741196399
ADAUSDT,2022-11-25 12:00:00+00:00,2022-11-25 16:00:00+00:00,2022-11-28 00:00:00+00:00,1,stop,14,5,-0.00015143,-0.06890151804432829,-0.6042711408307655,-0.6544176846911264
ADAUSDT,2022-11-25 16:00:00+00:00,2022-11-25 20:00:00+00:00,2022-11-28 00:00:00+00:00,1,stop,13,5,-0.00037985,-0.06564696345217295,-0.7140422157538714,-0.7652837954377489
ADAUSDT,2022-11-25 20:00:00+00:00,2022-11-26 00:00:00+00:00,2022-11-28 00:00:00+00:00,1,stop,12,4,-0.00064258,-0.0694932552429019,-0.5218590645366902,-0.5743733206599284
SOLUSDT,2022-11-28 08:00:00+00:00,2022-11-28 12:00:00+00:00,2022-12-03 12:00:00+00:00,1,time,30,4,-0.00508387,-0.17968945874400222,0.2678541855190149,0.23932680162197104
SOLUSDT,2022-11-28 20:00:00+00:00,2022-11-29 00:00:00+00:00,2022-12-03 20:00:00+00:00,1,stop,29,4,-0.00068567,-0.184406703828148,-0.06294001059991662,-0.09142583784858595
SOLUSDT,2022-11-29 00:00:00+00:00,2022-11-29 04:00:00+00:00,2022-12-03 20:00:00+00:00,1,stop,28,4,-0.00057159,-0.16047303677509567,-0.28839817094272663,-0.3172904213542407
SOLUSDT,2022-12-11 20:00:00+00:00,2022-12-12 00:00:00+00:00,2022-12-12 04:00:00+00:00,1,stop,1,4,-0.00068526,-0.06789493391166146,-0.9999999999999977,-1.073216525171598
SOLUSDT,2022-12-12 00:00:00+00:00,2022-12-12 04:00:00+00:00,2022-12-13 04:00:00+00:00,1,stop,6,4,-0.00077599,-0.09381007179983683,-0.1655489327025506,-0.2237420784790409
ADAUSDT,2022-12-15 20:00:00+00:00,2022-12-16 00:00:00+00:00,2022-12-16 08:00:00+00:00,1,stop,2,6,-0.00033028,-0.050267138648010065,-1.0000000000000038,-1.0638687747935427
ADAUSDT,2022-12-16 08:00:00+00:00,2022-12-16 12:00:00+00:00,2022-12-16 20:00:00+00:00,1,stop,2,4,-0.0010394,-0.09053578859764964,-1.0000000000000036,-1.0530688811837137
ADAUSDT,2022-12-24 12:00:00+00:00,2022-12-24 16:00:00+00:00,2022-12-25 04:00:00+00:00,1,premium_zerocross,3,4,-0.0005889,-0.09040672862570866,0.0949273632368391,0.026298676711133978
ADAUSDT,2022-12-24 16:00:00+00:00,2022-12-24 20:00:00+00:00,2022-12-25 04:00:00+00:00,1,premium_zerocross,2,4,-5.462e-05,-0.08899759884821165,0.0,-0.07142240664281616
ADAUSDT,2022-12-24 20:00:00+00:00,2022-12-25 00:00:00+00:00,2022-12-25 04:00:00+00:00,1,premium_zerocross,1,4,-0.00048967,-0.08794075151508884,-0.04066076675357353,-0.11435027434106251
ADAUSDT,2022-12-26 08:00:00+00:00,2022-12-26 12:00:00+00:00,2022-12-27 12:00:00+00:00,1,stop,6,4,-0.00033347,-0.0670689278110537,-0.3152607056355866,-0.3942779960072957
ADAUSDT,2022-12-26 12:00:00+00:00,2022-12-26 16:00:00+00:00,2022-12-27 12:00:00+00:00,1,stop,5,5,-0.00037325,-0.06563695379387952,-0.3619505021872294,-0.4422730402910643
ADAUSDT,2022-12-26 16:00:00+00:00,2022-12-26 20:00:00+00:00,2022-12-27 12:00:00+00:00,1,stop,4,4,-0.0003208,-0.06026705122947652,-0.688932996254772,-0.7699813898787335
ADAUSDT,2022-12-26 20:00:00+00:00,2022-12-27 00:00:00+00:00,2022-12-27 12:00:00+00:00,1,stop,3,5,-0.00038666,-0.05060122661355121,-1.000000000000002,-1.0814417087825936
ADAUSDT,2022-12-27 00:00:00+00:00,2022-12-27 04:00:00+00:00,2022-12-27 12:00:00+00:00,1,stop,2,5,-0.00024022,-0.051399668191714216,-1.0000000000000018,-1.081111975203962
ADAUSDT,2022-12-27 04:00:00+00:00,2022-12-27 08:00:00+00:00,2022-12-27 12:00:00+00:00,1,stop,1,4,-0.00087597,-0.05175939527999946,-1.0000000000000044,-1.0842945379891251
ADAUSDT,2022-12-29 20:00:00+00:00,2022-12-30 00:00:00+00:00,2023-01-01 08:00:00+00:00,1,stop,14,4,-0.00092694,-0.1096480516520613,-0.034586280313735306,-0.09698207733299766
ADAUSDT,2023-02-13 16:00:00+00:00,2023-02-13 20:00:00+00:00,2023-02-16 00:00:00+00:00,1,premium_zerocross,13,4,-6.997e-05,-0.05473005801556968,5.443577080876169,5.397182063683256
DOGEUSDT,2023-02-27 16:00:00+00:00,2023-02-27 20:00:00+00:00,2023-02-28 00:00:00+00:00,1,premium_zerocross,1,4,-0.00027072,-0.05319981096708841,0.8553577044413505,0.7972789163097831
XRPUSDT,2023-03-03 00:00:00+00:00,2023-03-03 04:00:00+00:00,2023-03-04 00:00:00+00:00,1,premium_zerocross,5,4,-0.00064307,-0.053683356041706855,1.185924894082655,1.1324134440831095
SOLUSDT,2023-04-25 12:00:00+00:00,2023-04-25 16:00:00+00:00,2023-04-26 00:00:00+00:00,1,premium_zerocross,2,4,-0.00068034,-0.06431608175074095,1.272692166129321,1.233065850789584
ADAUSDT,2023-06-16 16:00:00+00:00,2023-06-16 20:00:00+00:00,2023-06-19 16:00:00+00:00,1,stop,17,4,-9.78e-05,-0.16522033363565766,-0.6268788943391105,-0.6594808650627253
ADAUSDT,2023-06-16 20:00:00+00:00,2023-06-17 00:00:00+00:00,2023-06-19 00:00:00+00:00,1,stop,12,5,-0.00043466,-0.16775188683160702,-0.5094649334262791,-0.5434662387751872
ADAUSDT,2023-06-17 00:00:00+00:00,2023-06-17 04:00:00+00:00,2023-06-19 00:00:00+00:00,1,stop,11,4,-0.00043975,-0.15681236219954597,-0.3910304898626282,-0.42656047211776293
ADAUSDT,2023-06-17 04:00:00+00:00,2023-06-17 08:00:00+00:00,2023-06-18 20:00:00+00:00,1,stop,9,4,-0.00023209,-0.13237214081402557,-1.000000000000002,-1.0347256999178973
DOGEUSDT,2023-06-17 20:00:00+00:00,2023-06-18 00:00:00+00:00,2023-06-18 20:00:00+00:00,1,stop,5,4,-0.00039449,-0.06157396498157507,-0.24160426996007395,-0.30588649911050364
DOGEUSDT,2023-06-18 00:00:00+00:00,2023-06-18 04:00:00+00:00,2023-06-18 20:00:00+00:00,1,stop,4,4,-0.00044539,-0.06044375418062394,-0.037326860766293504,-0.10058298796926786
ADAUSDT,2023-06-19 00:00:00+00:00,2023-06-19 04:00:00+00:00,2023-06-20 12:00:00+00:00,1,stop,8,4,-0.00042735,-0.13873114876752682,-1.0000000000000018,-1.0435870225300448
ADAUSDT,2023-06-19 04:00:00+00:00,2023-06-19 08:00:00+00:00,2023-06-20 12:00:00+00:00,1,stop,7,5,-0.00027826,-0.14005414239461206,-0.9728885913746268,-1.0182778731953848
ADAUSDT,2023-06-19 08:00:00+00:00,2023-06-19 12:00:00+00:00,2023-06-20 12:00:00+00:00,1,stop,6,5,-0.00097834,-0.13873114876752682,-1.000000000000003,-1.0471390100433857
ADAUSDT,2023-06-19 12:00:00+00:00,2023-06-19 16:00:00+00:00,2023-06-20 12:00:00+00:00,1,stop,5,5,-0.00041167,-0.14369237486909636,-0.7834138659217359,-0.8309994472716089
ADAUSDT,2023-06-19 16:00:00+00:00,2023-06-19 20:00:00+00:00,2023-06-20 12:00:00+00:00,1,stop,4,4,-0.00016257,-0.1360851615133565,-1.000000000000003,-1.0469833143891296
ADAUSDT,2023-06-19 20:00:00+00:00,2023-06-20 00:00:00+00:00,2023-06-20 12:00:00+00:00,1,stop,3,4,-0.00062955,-0.1298009417847017,-0.9999999999999967,-1.0486290828767382
XRPUSDT,2023-08-06 12:00:00+00:00,2023-08-06 16:00:00+00:00,2023-08-07 04:00:00+00:00,1,stop,3,4,-0.00012496,-0.07541485186959904,-1.0000000000000022,-1.052126093036165
XRPUSDT,2023-08-28 00:00:00+00:00,2023-08-28 04:00:00+00:00,2023-08-29 16:00:00+00:00,1,stop,9,4,-0.00053389,-0.0749247032074052,1.347405234036985,1.2782564448931708
ADAUSDT,2023-08-28 04:00:00+00:00,2023-08-28 08:00:00+00:00,2023-08-29 08:00:00+00:00,1,stop,6,4,-0.00049663,-0.05045258127702637,0.41974694493178905,0.33556652699710326
XRPUSDT,2023-08-28 04:00:00+00:00,2023-08-28 08:00:00+00:00,2023-08-29 16:00:00+00:00,1,stop,8,4,-0.00059786,-0.08062185669034648,1.6827578248285697,1.6131528959221182
DOGEUSDT,2023-08-28 08:00:00+00:00,2023-08-28 12:00:00+00:00,2023-08-28 16:00:00+00:00,1,premium_zerocross,1,4,-0.00036796,-0.06272380034593937,0.7186442655904822,0.6314208140885084
XRPUSDT,2023-08-28 08:00:00+00:00,2023-08-28 12:00:00+00:00,2023-08-29 16:00:00+00:00,1,stop,7,4,-0.00030156,-0.08062185669034648,1.7086219639130376,1.638463817906216
ADAUSDT,2023-09-11 04:00:00+00:00,2023-09-11 08:00:00+00:00,2023-09-11 12:00:00+00:00,1,stop,1,4,-0.00016131,-0.054234923864017646,-1.0000000000000009,-1.078069736092913
XRPUSDT,2023-09-11 08:00:00+00:00,2023-09-11 12:00:00+00:00,2023-09-15 12:00:00+00:00,1,stop,24,4,-5.402e-05,-0.09697005983274519,2.0469096136595457,1.986095620776873
ADAUSDT,2023-09-11 08:00:00+00:00,2023-09-11 12:00:00+00:00,2023-09-11 16:00:00+00:00,1,stop,1,5,-0.0010233,-0.06766908687731286,-1.0000000000000016,-1.0681354117773842
XRPUSDT,2023-09-11 12:00:00+00:00,2023-09-11 16:00:00+00:00,2023-09-15 12:00:00+00:00,1,stop,23,4,-0.00059203,-0.09216056931204188,1.8159915466181582,1.7550253685153727
ADAUSDT,2023-09-11 12:00:00+00:00,2023-09-11 16:00:00+00:00,2023-09-11 20:00:00+00:00,1,stop,1,4,-0.00054703,-0.06997208625102068,-0.9999999999999991,-1.0664583559364273
ADAUSDT,2023-09-11 16:00:00+00:00,2023-09-11 20:00:00+00:00,2023-09-13 00:00:00+00:00,1,stop,7,5,-0.00025571,-0.08686074832487746,1.2055182090407104,1.1438848008971216
ADAUSDT,2023-09-11 20:00:00+00:00,2023-09-12 00:00:00+00:00,2023-09-13 00:00:00+00:00,1,stop,6,4,-0.00076979,-0.07150741916682578,0.41564237729130993,0.3544911720585234
XRPUSDT,2023-10-11 12:00:00+00:00,2023-10-11 16:00:00+00:00,2023-10-12 16:00:00+00:00,1,stop,6,4,-0.00039293,-0.0596825767856053,-0.999552845243455,-1.0639765520506292
XRPUSDT,2023-10-11 16:00:00+00:00,2023-10-11 20:00:00+00:00,2023-10-12 08:00:00+00:00,1,stop,3,4,-0.00051029,-0.05539778322497636,-0.9999999999999976,-1.0634307723270129
ADAUSDT,2023-11-06 12:00:00+00:00,2023-11-06 16:00:00+00:00,2023-11-06 20:00:00+00:00,-1,stop,1,4,0.00014763,0.19233608131367044,-0.9999999999999979,-1.0418044281656182
BTCUSDT,2023-11-09 12:00:00+00:00,2023-11-09 16:00:00+00:00,2023-11-09 20:00:00+00:00,-1,stop,1,4,0.00114148,0.10369480889867459,0.6528964781005779,0.5899518923275593
BTCUSDT,2023-11-09 16:00:00+00:00,2023-11-09 20:00:00+00:00,2023-11-10 16:00:00+00:00,-1,stop,5,4,0.00050451,0.08164557695589315,-1.0000000000000004,-1.0528404585454627
SOLUSDT,2023-12-03 00:00:00+00:00,2023-12-03 04:00:00+00:00,2023-12-05 16:00:00+00:00,-1,stop,15,4,0.00115683,0.13805004971763862,0.7793465809754619,0.7384029792624699
SOLUSDT,2023-12-03 04:00:00+00:00,2023-12-03 08:00:00+00:00,2023-12-05 16:00:00+00:00,-1,stop,14,4,0.00065696,0.13501676327186163,0.7824029743424944,0.7401131284935593
DOGEUSDT,2024-01-09 12:00:00+00:00,2024-01-09 16:00:00+00:00,2024-01-09 20:00:00+00:00,1,stop,1,4,-0.00025586,-0.10150498577104555,0.3451458223395945,0.3090126222026255
XRPUSDT,2024-01-23 12:00:00+00:00,2024-01-23 16:00:00+00:00,2024-01-28 16:00:00+00:00,1,time,30,4,-0.00038202,-0.1050251155192404,0.9152763702541327,0.866849436495235
XRPUSDT,2024-01-31 16:00:00+00:00,2024-01-31 20:00:00+00:00,2024-02-01 00:00:00+00:00,1,stop,1,4,-0.00021742,-0.061646217923763784,-0.9999999999999992,-1.0559004041706832
XRPUSDT,2024-01-31 20:00:00+00:00,2024-02-01 00:00:00+00:00,2024-02-01 08:00:00+00:00,1,stop,2,4,-0.0002751,-0.07542932283087665,-0.9999999999999987,-1.0537284167391052
XRPUSDT,2024-02-05 12:00:00+00:00,2024-02-05 16:00:00+00:00,2024-02-06 12:00:00+00:00,1,stop,5,4,-0.00021353,-0.05213046487403525,-0.4458642590626295,-0.5129421688712714
ADAUSDT,2024-02-19 20:00:00+00:00,2024-02-20 00:00:00+00:00,2024-02-20 20:00:00+00:00,-1,stop,5,4,0.00104709,0.13643347678420079,0.5723848606629677,0.5278861379119673
BNBUSDT,2024-07-05 12:00:00+00:00,2024-07-05 16:00:00+00:00,2024-07-07 04:00:00+00:00,1,premium_zerocross,9,4,-0.00018699,-0.14408251901007724,0.6365161285162945,0.6049281613310564
BNBUSDT,2024-07-05 16:00:00+00:00,2024-07-05 20:00:00+00:00,2024-07-07 04:00:00+00:00,1,premium_zerocross,8,4,-6.318e-05,-0.14238865969794043,0.6143031255677875,0.5814527102650997
ADAUSDT,2024-07-25 16:00:00+00:00,2024-07-25 20:00:00+00:00,2024-07-28 12:00:00+00:00,1,stop,16,4,-0.00015706,-0.0709207328294865,1.5743844422762392,1.5338998462946414
