symbol,t0,checkpoint_time,settlement_time,entry_time,entry_price,direction,trade_dir,atr_entry,risk_distance,c,c_z,checkpoint_premium,premium_at_entry,exit_time,exit_price,exit_reason,hold_bars,gross_R,net_R
BTCUSDT,2022-04-04 08:00:00+00:00,2022-04-04 15:00:00+00:00,2022-04-04 16:00:00+00:00,2022-04-04 16:00:00+00:00,45627.0,1,1,173.33351948222807,173.33351948222807,-0.00110904607043257,-2.001828392072936,-0.00022647,-0.00028664,2022-04-04 16:30:00+00:00,45655.5,premium_reversion,2,0.16442290034341633,-0.2041024731147128
BTCUSDT,2022-04-21 16:00:00+00:00,2022-04-21 23:00:00+00:00,2022-04-22 00:00:00+00:00,2022-04-22 00:00:00+00:00,40449.7,1,1,235.38511217843362,235.38511217843362,-0.0010165531861177238,-2.1950492560340877,-0.0008719,-0.0007367,2022-04-22 00:45:00+00:00,40214.314887821565,stop_loss,3,-0.9999999999999927,-1.240582675241883
BTCUSDT,2022-04-28 16:00:00+00:00,2022-04-28 23:00:00+00:00,2022-04-29 00:00:00+00:00,2022-04-29 00:00:00+00:00,39732.5,-1,-1,178.9900753042892,178.9900753042892,0.000958264134323915,2.7069858700132206,-0.00017616,-0.00029207,2022-04-29 00:30:00+00:00,39680.9,premium_reversion,2,0.2882841404043034,-0.022490073782906517
BTCUSDT,2022-05-01 16:00:00+00:00,2022-05-01 23:00:00+00:00,2022-05-02 00:00:00+00:00,2022-05-02 00:00:00+00:00,38440.2,-1,-1,189.6082999272748,189.6082999272748,0.0019478047048966756,4.9646817905520875,-0.00075882,-0.00060688,2022-05-02 00:15:00+00:00,38629.808299927274,stop_loss,1,-1.00000000000001,-1.2838287143581972
BTCUSDT,2022-05-09 16:00:00+00:00,2022-05-09 23:00:00+00:00,2022-05-10 00:00:00+00:00,2022-05-10 00:00:00+00:00,30056.0,-1,-1,469.8661554305157,469.8661554305157,0.0016268392293672812,3.3583305564541592,-0.0006801,-0.00107145,2022-05-10 00:15:00+00:00,29899.1,premium_reversion,1,0.3339248809189961,0.24437086747564518
BTCUSDT,2022-05-10 00:00:00+00:00,2022-05-10 07:00:00+00:00,2022-05-10 08:00:00+00:00,2022-05-10 08:00:00+00:00,31602.8,1,1,358.29987744642347,358.29987744642347,-0.0021906884434180346,-3.992469566629853,-0.00041491,-0.00054895,2022-05-10 08:15:00+00:00,31899.6,premium_reversion,1,0.8283564094837843,0.7048734758156985
BTCUSDT,2022-05-12 16:00:00+00:00,2022-05-12 23:00:00+00:00,2022-05-13 00:00:00+00:00,2022-05-13 00:00:00+00:00,29020.8,-1,-1,348.5414555536209,348.5414555536209,0.001424106443531559,2.4326371318399502,-0.00010827,-0.00014123,2022-05-13 00:30:00+00:00,29369.341455553622,stop_loss,2,-1.000000000000005,-1.1165689743719776
BTCUSDT,2022-05-28 16:00:00+00:00,2022-05-28 23:00:00+00:00,2022-05-29 00:00:00+00:00,2022-05-29 00:00:00+00:00,29018.8,-1,-1,66.60107303812926,66.60107303812926,0.0018938467108767863,3.2392503213348633,-0.00020833,-0.00037038,2022-05-29 01:30:00+00:00,28932.21860505043,take_profit_r,6,1.299999999999996,0.6900050232412681
BTCUSDT,2022-06-07 00:00:00+00:00,2022-06-07 07:00:00+00:00,2022-06-07 08:00:00+00:00,2022-06-07 08:00:00+00:00,29569.1,-1,-1,122.36660626023587,122.36660626023587,0.0011412492186674695,2.284623996186634,-0.000573,-0.00040155,2022-06-07 08:15:00+00:00,29611.0,premium_reversion,1,-0.34241368033769876,-0.6807146373157974
BTCUSDT,2022-06-11 08:00:00+00:00,2022-06-11 15:00:00+00:00,2022-06-11 16:00:00+00:00,2022-06-11 16:00:00+00:00,28392.6,1,1,185.36699063517574,185.36699063517574,-0.0010455728820865792,-2.025154703729601,-0.00056017,-0.00071892,2022-06-11 16:15:00+00:00,28207.233009364823,stop_loss,1,-0.9999999999999969,-1.2144375320751224
BTCUSDT,2022-06-14 00:00:00+00:00,2022-06-14 07:00:00+00:00,2022-06-14 08:00:00+00:00,2022-06-14 08:00:00+00:00,22863.3,-1,-1,414.98599516307576,414.98599516307576,0.002006835227581377,3.77559153280482,0.00035066,-0.00063208,2022-06-14 09:45:00+00:00,22323.818206288,take_profit_r,7,1.3000000000000007,1.2228681922448459
BTCUSDT,2022-06-18 00:00:00+00:00,2022-06-18 07:00:00+00:00,2022-06-18 08:00:00+00:00,2022-06-18 08:00:00+00:00,19245.0,1,1,209.92399180866354,209.92399180866354,-0.0015092689009589177,-2.822414047454457,-0.00131203,-0.00141321,2022-06-18 08:15:00+00:00,19035.076008191336,stop_loss,1,-1.0000000000000029,-1.1283464541992798
BTCUSDT,2022-06-18 16:00:00+00:00,2022-06-18 23:00:00+00:00,2022-06-19 00:00:00+00:00,2022-06-19 00:00:00+00:00,18959.7,-1,-1,303.3923536207952,303.3923536207952,0.0015750745459481971,2.7453102707615735,0.00011742,-0.00040627,2022-06-19 01:45:00+00:00,18565.28994029297,take_profit_r,7,1.299999999999994,1.2125107153057055
BTCUSDT,2022-06-27 08:00:00+00:00,2022-06-27 15:00:00+00:00,2022-06-27 16:00:00+00:00,2022-06-27 16:00:00+00:00,20744.0,1,1,114.60164502448293,114.60164502448293,-0.0011819738231155482,-2.0996251694027617,-0.00078126,-0.00059091,2022-06-27 17:45:00+00:00,20711.9,premium_reversion,7,-0.28010069133947296,-0.5335141566854171
BTCUSDT,2022-07-07 16:00:00+00:00,2022-07-07 23:00:00+00:00,2022-07-08 00:00:00+00:00,2022-07-08 00:00:00+00:00,21614.5,-1,-1,121.11176325034047,121.11176325034047,0.0010142313780382441,2.4174771562826214,-0.00054339,-0.00060606,2022-07-08 00:15:00+00:00,21610.3,premium_reversion,1,0.034678712350337454,-0.2151756303484089
BTCUSDT,2022-07-18 00:00:00+00:00,2022-07-18 07:00:00+00:00,2022-07-18 08:00:00+00:00,2022-07-18 08:00:00+00:00,22243.3,-1,-1,154.7367378327099,154.7367378327099,0.0009565129053182519,2.9686528434757022,-0.00060727,6.233e-05,2022-07-18 08:15:00+00:00,22398.03673783271,stop_loss,1,-1.0000000000000058,-1.2012490403776501
BTCUSDT,2022-07-22 08:00:00+00:00,2022-07-22 15:00:00+00:00,2022-07-22 16:00:00+00:00,2022-07-22 16:00:00+00:00,23286.7,-1,-1,142.33692475492114,142.33692475492114,0.0009275091212802423,2.8508965647496907,-0.00028563,-0.00032931,2022-07-22 16:15:00+00:00,23101.661997818603,take_profit_r,1,1.3000000000000038,1.070956271142339
BTCUSDT,2022-07-23 00:00:00+00:00,2022-07-23 07:00:00+00:00,2022-07-23 08:00:00+00:00,2022-07-23 08:00:00+00:00,22764.2,-1,-1,91.8191411319912,91.8191411319912,0.0008099016474082929,2.3626450377578996,-0.00056043,-0.00018212,2022-07-23 08:15:00+00:00,22856.01914113199,stop_loss,1,-0.999999999999981,-1.347094076541022
BTCUSDT,2022-08-08 08:00:00+00:00,2022-08-08 15:00:00+00:00,2022-08-08 16:00:00+00:00,2022-08-08 16:00:00+00:00,23986.8,1,1,103.64045700786816,103.64045700786816,-0.0013566428553358166,-3.6459029651040886,-0.00042861,-0.00026826,2022-08-08 16:15:00+00:00,23883.159542992133,stop_loss,1,-0.9999999999999853,-1.3240194125875866
BTCUSDT,2022-08-08 16:00:00+00:00,2022-08-08 23:00:00+00:00,2022-08-09 00:00:00+00:00,2022-08-09 00:00:00+00:00,23804.3,-1,-1,94.88265774125952,94.88265774125952,0.0007647807558284013,2.2863806285588604,-0.00023801,-0.00012528,2022-08-09 00:30:00+00:00,23830.1,premium_reversion,2,-0.2719148115597124,-0.6231488599448078
BTCUSDT,2022-08-26 08:00:00+00:00,2022-08-26 15:00:00+00:00,2022-08-26 16:00:00+00:00,2022-08-26 16:00:00+00:00,20769.6,1,1,188.95351496008462,188.95351496008462,-0.0007645565390670213,-2.2293837341024285,-0.00051824,-0.00043804,2022-08-26 16:15:00+00:00,20580.646485039913,stop_loss,1,-1.0000000000000029,-1.1538867377309334
BTCUSDT,2022-09-05 08:00:00+00:00,2022-09-05 15:00:00+00:00,2022-09-05 16:00:00+00:00,2022-09-05 16:00:00+00:00,19848.1,1,1,56.974096065424405,56.974096065424405,-0.0005734866654809084,-2.0046161335536974,-0.00029932,-0.00021493,2022-09-05 16:15:00+00:00,19843.1,premium_reversion,1,-0.08775918084349084,-0.5754780200874041
BTCUSDT,2022-09-06 16:00:00+00:00,2022-09-06 23:00:00+00:00,2022-09-07 00:00:00+00:00,2022-09-07 00:00:00+00:00,18781.4,-1,-1,94.10603713730944,94.10603713730944,0.0009399789102403296,3.429971500783564,-0.00074594,-0.00089114,2022-09-07 00:15:00+00:00,18659.0621517215,take_profit_r,1,1.299999999999987,1.020592208535613
BTCUSDT,2022-09-07 16:00:00+00:00,2022-09-07 23:00:00+00:00,2022-09-08 00:00:00+00:00,2022-09-08 00:00:00+00:00,19287.0,-1,-1,78.88354059027334,78.88354059027334,0.0006208013920654721,2.191059159743348,-0.00049839,-0.00055298,2022-09-08 00:15:00+00:00,19365.883540590272,stop_loss,1,-0.9999999999999815,-1.3422995443402799
BTCUSDT,2022-09-08 00:00:00+00:00,2022-09-08 07:00:00+00:00,2022-09-08 08:00:00+00:00,2022-09-08 08:00:00+00:00,19164.0,-1,-1,67.70922249058107,67.70922249058107,0.0006552684380592611,2.1824217455923396,-0.00039335,-0.00025518,2022-09-08 08:30:00+00:00,19201.5,premium_reversion,2,-0.5538388807406047,-0.9500862309997549
BTCUSDT,2022-09-12 08:00:00+00:00,2022-09-12 15:00:00+00:00,2022-09-12 16:00:00+00:00,2022-09-12 16:00:00+00:00,22105.9,1,1,122.48128707373216,122.48128707373216,-0.0007448116005588285,-2.130817330621868,-0.00026472,-4.527e-05,2022-09-12 16:15:00+00:00,22203.7,premium_reversion,1,0.7984893230353215,0.5458118672426702
BTCUSDT,2022-09-13 16:00:00+00:00,2022-09-13 23:00:00+00:00,2022-09-14 00:00:00+00:00,2022-09-14 00:00:00+00:00,20162.6,-1,-1,126.20300576458509,126.20300576458509,0.000646702264779214,2.0451931390519213,-0.00042089,-0.00041957,2022-09-14 01:00:00+00:00,20288.803005764585,stop_loss,4,-1.0000000000000082,-1.2236685238119918
BTCUSDT,2022-10-06 16:00:00+00:00,2022-10-06 23:00:00+00:00,2022-10-07 00:00:00+00:00,2022-10-07 00:00:00+00:00,19954.0,1,1,65.15024254216522,65.15024254216522,-0.000682464193827588,-2.9543493068175932,-0.00036989,-0.00047225,2022-10-07 00:15:00+00:00,20038.695315304816,take_profit_r,1,1.3000000000000214,0.871212647720863
BTCUSDT,2022-10-20 00:00:00+00:00,2022-10-20 07:00:00+00:00,2022-10-20 08:00:00+00:00,2022-10-20 08:00:00+00:00,19138.0,-1,-1,40.46056046537375,40.46056046537375,0.0004156605405768001,2.252218893210624,-0.00039785,-0.00036045,2022-10-20 08:15:00+00:00,19125.1,premium_reversion,1,0.318828999193951,-0.3433763605891811
BTCUSDT,2022-10-26 00:00:00+00:00,2022-10-26 07:00:00+00:00,2022-10-26 08:00:00+00:00,2022-10-26 08:00:00+00:00,20333.6,-1,-1,68.89602780696042,68.89602780696042,0.00042570594508287835,2.0540318703990206,-0.00036303,-0.00047542,2022-10-26 08:30:00+00:00,20402.49602780696,stop_loss,2,-1.000000000000005,-1.4131884073166319
BTCUSDT,2022-11-04 00:00:00+00:00,2022-11-04 07:00:00+00:00,2022-11-04 08:00:00+00:00,2022-11-04 08:00:00+00:00,20603.3,-1,-1,53.72644204679048,53.72644204679048,0.0005281292811916926,2.3661816850633985,-0.00050019,-0.00033335,2022-11-04 08:15:00+00:00,20601.1,premium_reversion,1,0.040948179633498574,-0.4959312209208719
BTCUSDT,2022-11-04 08:00:00+00:00,2022-11-04 15:00:00+00:00,2022-11-04 16:00:00+00:00,2022-11-04 16:00:00+00:00,20829.2,-1,-1,124.95985222165206,124.95985222165206,0.0006887425191216886,2.8927346493974224,-0.00026302,-0.00032356,2022-11-04 17:00:00+00:00,20666.752192111853,take_profit_r,4,1.2999999999999987,1.06663800827585
BTCUSDT,2022-11-05 00:00:00+00:00,2022-11-05 07:00:00+00:00,2022-11-05 08:00:00+00:00,2022-11-05 08:00:00+00:00,21374.4,-1,-1,44.07090936641743,44.07090936641743,0.0006750782871610441,2.580828586600283,-0.00048543,-0.00056071,2022-11-05 08:15:00+00:00,21317.10781782366,take_profit_r,1,1.2999999999999658,0.6209997154539298
BTCUSDT,2022-11-08 00:00:00+00:00,2022-11-08 07:00:00+00:00,2022-11-08 08:00:00+00:00,2022-11-08 08:00:00+00:00,19785.6,1,1,125.90336636958332,125.90336636958332,-0.0005566957232909064,-2.1554208869999014,-0.00060198,-0.00043597,2022-11-08 08:15:00+00:00,19659.696633630414,stop_loss,1,-1.0000000000000098,-1.2200087320833795
BTCUSDT,2022-11-08 16:00:00+00:00,2022-11-08 23:00:00+00:00,2022-11-09 00:00:00+00:00,2022-11-09 00:00:00+00:00,18533.9,-1,-1,291.22409349252945,291.22409349252945,0.002092046131097254,7.476986591258413,-0.00072751,-0.0001584,2022-11-09 01:45:00+00:00,18310.7,premium_reversion,7,0.7664201039249738,0.6773221873040552
BTCUSDT,2022-11-09 16:00:00+00:00,2022-11-09 23:00:00+00:00,2022-11-10 00:00:00+00:00,2022-11-10 00:00:00+00:00,15905.0,1,1,289.96431381913857,289.96431381913857,-0.0030908724695243735,-8.019613690716982,-0.00199017,-0.0016217,2022-11-10 00:45:00+00:00,16237.9,premium_reversion,3,1.1480723114349913,1.0712801030879713
BTCUSDT,2022-11-10 00:00:00+00:00,2022-11-10 07:00:00+00:00,2022-11-10 08:00:00+00:00,2022-11-10 08:00:00+00:00,16739.5,1,1,188.830282354666,188.830282354666,-0.0036239008103187893,-6.430615705998517,-0.00190129,-0.00165773,2022-11-10 08:15:00+00:00,16550.669717645334,stop_loss,1,-0.9999999999999976,-1.1241077421892678
BTCUSDT,2022-11-10 16:00:00+00:00,2022-11-10 23:00:00+00:00,2022-11-11 00:00:00+00:00,2022-11-11 00:00:00+00:00,17588.0,-1,-1,182.5631900625286,182.5631900625286,0.002113463588992334,2.987128990956952,-0.00073538,-0.00025158,2022-11-11 00:45:00+00:00,17543.2,premium_reversion,3,0.24539448497068383,0.11051954116866955
BTCUSDT,2022-12-01 00:00:00+00:00,2022-12-01 07:00:00+00:00,2022-12-01 08:00:00+00:00,2022-12-01 08:00:00+00:00,17062.5,1,1,33.74571075156975,33.74571075156975,-0.0012151518006257862,-2.8517324641818367,-0.00062853,-0.00034557,2022-12-01 08:45:00+00:00,17106.36942397704,take_profit_r,3,1.300000000000014,0.5921322601306198
BTCUSDT,2022-12-14 08:00:00+00:00,2022-12-14 15:00:00+00:00,2022-12-14 16:00:00+00:00,2022-12-14 16:00:00+00:00,18054.8,-1,-1,55.322237647327725,55.322237647327725,0.0005535322703171799,2.134846869205184,-0.00040675,-0.00015395,2022-12-14 16:15:00+00:00,18110.122237647327,stop_loss,1,-0.9999999999999998,-1.4568998123527808
BTCUSDT,2022-12-14 16:00:00+00:00,2022-12-14 23:00:00+00:00,2022-12-15 00:00:00+00:00,2022-12-15 00:00:00+00:00,17804.0,1,1,81.00932299382893,81.00932299382893,-0.0008998086140956646,-2.7281576217644283,-0.00042614,0.00013335,2022-12-15 01:30:00+00:00,17722.99067700617,stop_loss,6,-0.9999999999999933,-1.3076880422997514
BTCUSDT,2022-12-18 00:00:00+00:00,2022-12-18 07:00:00+00:00,2022-12-18 08:00:00+00:00,2022-12-18 08:00:00+00:00,16739.9,1,1,19.102947873701623,19.102947873701623,-0.0010872046245644982,-3.3199825706736035,-0.00051823,-0.00048769,2022-12-18 08:15:00+00:00,16735.5,premium_reversion,1,-0.23033094311369529,-1.4571499741315912
BTCUSDT,2023-01-08 08:00:00+00:00,2023-01-08 15:00:00+00:00,2023-01-08 16:00:00+00:00,2023-01-08 16:00:00+00:00,16990.9,-1,-1,12.206742956281946,12.206742956281946,0.00040284489996552926,2.003299963072287,-0.00044392,-0.0004404,2023-01-08 16:15:00+00:00,16975.031234156835,take_profit_r,1,1.2999999999999836,-0.6486983616508928
BTCUSDT,2023-01-08 16:00:00+00:00,2023-01-08 23:00:00+00:00,2023-01-09 00:00:00+00:00,2023-01-09 00:00:00+00:00,17124.6,-1,-1,35.280196635747465,35.280196635747465,0.00042838394116598093,2.025398983010164,-0.00036231,-0.0004402,2023-01-09 00:15:00+00:00,17159.880196635746,stop_loss,1,-0.9999999999999986,-1.6795438315586932
BTCUSDT,2023-01-12 08:00:00+00:00,2023-01-12 15:00:00+00:00,2023-01-12 16:00:00+00:00,2023-01-12 16:00:00+00:00,18077.6,1,1,102.65102465531923,102.65102465531923,-0.0005591516339761164,-2.3537434285516463,-0.00017961,-0.00061423,2023-01-12 17:15:00+00:00,18211.046332051912,take_profit_r,5,1.2999999999999852,1.0534497090021004
BTCUSDT,2023-01-14 00:00:00+00:00,2023-01-14 07:00:00+00:00,2023-01-14 08:00:00+00:00,2023-01-14 08:00:00+00:00,20913.0,1,1,106.1143999432283,106.1143999432283,-0.0010514977576081966,-4.212184629120527,0.00104033,0.00071123,2023-01-14 08:30:00+00:00,21036.6,premium_reversion,2,1.1647806524479722,0.8888689946930967
BTCUSDT,2023-01-15 00:00:00+00:00,2023-01-15 07:00:00+00:00,2023-01-15 08:00:00+00:00,2023-01-15 08:00:00+00:00,20750.1,1,1,61.00814505008582,61.00814505008582,-0.001489977621191653,-5.0534490397161465,0.0003895,0.00059996,2023-01-15 08:15:00+00:00,20689.09185494991,stop_loss,1,-1.000000000000027,-1.4761682227209558
BTCUSDT,2023-01-15 16:00:00+00:00,2023-01-15 23:00:00+00:00,2023-01-16 00:00:00+00:00,2023-01-16 00:00:00+00:00,20882.7,-1,-1,67.40180419829125,67.40180419829125,0.0012842204470812778,4.016049470283719,0.00073468,0.00032543,2023-01-16 00:15:00+00:00,20795.077654542223,take_profit_r,1,1.2999999999999843,0.8662463290449688
BTCUSDT,2023-01-22 00:00:00+00:00,2023-01-22 07:00:00+00:00,2023-01-22 08:00:00+00:00,2023-01-22 08:00:00+00:00,22893.2,1,1,74.08320353699585,74.08320353699585,-0.000892863857782416,-2.135066659307846,4.752e-05,-6.606e-05,2023-01-22 08:15:00+00:00,22819.116796463004,stop_loss,1,-1.000000000000012,-1.432628159553001
BTCUSDT,2023-01-25 16:00:00+00:00,2023-01-25 23:00:00+00:00,2023-01-26 00:00:00+00:00,2023-01-26 00:00:00+00:00,23060.6,-1,-1,198.809905264499,198.809905264499,0.0009778249480568218,2.3499368921209127,-3.689e-05,4.476e-05,2023-01-26 00:15:00+00:00,23054.0,premium_reversion,1,0.033197541094433035,-0.12919295930366267
BTCUSDT,2023-02-01 16:00:00+00:00,2023-02-01 23:00:00+00:00,2023-02-02 00:00:00+00:00,2023-02-02 00:00:00+00:00,23730.1,-1,-1,110.64421434998691,110.64421434998691,0.0010904651955858968,2.412302538782842,0.00016172,0.00010357,2023-02-02 00:30:00+00:00,23840.744214349987,stop_loss,2,-1.0000000000000102,-1.3002609779026828
BTCUSDT,2023-02-15 16:00:00+00:00,2023-02-15 23:00:00+00:00,2023-02-16 00:00:00+00:00,2023-02-16 00:00:00+00:00,24332.7,-1,-1,145.03619848116742,145.03619848116742,0.0012239029548423146,4.039331615169959,4.123e-05,0.000284,2023-02-16 00:15:00+00:00,24477.73619848117,stop_loss,1,-1.0000000000000038,-1.23487777780127
BTCUSDT,2023-02-16 00:00:00+00:00,2023-02-16 07:00:00+00:00,2023-02-16 08:00:00+00:00,2023-02-16 08:00:00+00:00,24630.8,-1,-1,95.31558831993453,95.31558831993453,0.0007052835529035853,2.0478329755054996,0.00015815,0.00062522,2023-02-16 10:00:00+00:00,24652.1,time,8,-0.2234681690103416,-0.5852465581260295
BTCUSDT,2023-02-16 08:00:00+00:00,2023-02-16 15:00:00+00:00,2023-02-16 16:00:00+00:00,2023-02-16 16:00:00+00:00,25090.2,-1,-1,131.7274118936131,131.7274118936131,0.0007978123631917413,2.3300780936043655,0.00087559,0.00076723,2023-02-16 16:15:00+00:00,24918.954364538302,take_profit_r,1,1.3000000000000138,1.0333411512831727
BTCUSDT,2023-02-16 16:00:00+00:00,2023-02-16 23:00:00+00:00,2023-02-17 00:00:00+00:00,2023-02-17 00:00:00+00:00,23526.6,-1,-1,185.79748887436153,185.79748887436153,0.0016259501104270335,4.47678248517881,0.00050305,0.00060346,2023-02-17 00:15:00+00:00,23635.0,premium_reversion,1,-0.5834309207122967,-0.7607058677503191
BTCUSDT,2023-02-17 00:00:00+00:00,2023-02-17 07:00:00+00:00,2023-02-17 08:00:00+00:00,2023-02-17 08:00:00+00:00,23635.9,-1,-1,93.82653621396976,93.82653621396976,0.0009193103683428435,2.1231525674903398,0.00030498,0.00022626,2023-02-17 08:45:00+00:00,23729.72653621397,stop_loss,3,-0.9999999999999835,-1.3526748544200404
BTCUSDT,2023-02-19 16:00:00+00:00,2023-02-19 23:00:00+00:00,2023-02-20 00:00:00+00:00,2023-02-20 00:00:00+00:00,24265.9,-1,-1,110.01903212732641,110.01903212732641,0.001667193976781257,3.6122848875810303,-6.587e-05,-3.768e-05,2023-02-20 00:15:00+00:00,24375.919032127327,stop_loss,1,-0.9999999999999942,-1.3087853014438706
BTCUSDT,2023-02-20 08:00:00+00:00,2023-02-20 15:00:00+00:00,2023-02-20 16:00:00+00:00,2023-02-20 16:00:00+00:00,24944.7,1,1,140.91256067613045,140.91256067613045,-0.001720179582150636,-3.5182077537478267,0.00017522,2.16e-05,2023-02-20 16:15:00+00:00,24803.78743932387,stop_loss,1,-0.9999999999999963,-1.247831561873782
BTCUSDT,2023-03-13 08:00:00+00:00,2023-03-13 15:00:00+00:00,2023-03-13 16:00:00+00:00,2023-03-13 16:00:00+00:00,24009.0,-1,-1,320.36914569896464,320.36914569896464,0.0007662050950565051,2.25833987845365,-0.00040299,0.00127148,2023-03-13 18:00:00+00:00,24137.1,time,8,-0.39985123948349227,-0.5047695827486209
BTCUSDT,2023-03-13 16:00:00+00:00,2023-03-13 23:00:00+00:00,2023-03-14 00:00:00+00:00,2023-03-14 00:00:00+00:00,24119.5,1,1,155.15475150435657,155.15475150435657,-0.0020214158778946324,-6.4051009105500585,0.00053493,0.00031918,2023-03-14 01:15:00+00:00,24294.5,premium_reversion,5,1.1279061601609166,0.9102698991209068
BTCUSDT,2023-03-14 08:00:00+00:00,2023-03-14 15:00:00+00:00,2023-03-14 16:00:00+00:00,2023-03-14 16:00:00+00:00,25911.3,-1,-1,259.47119816464215,259.47119816464215,0.002502759446348381,6.38963597195568,0.00076545,0.00039717,2023-03-14 16:45:00+00:00,25887.9,premium_reversion,3,0.09018341983818114,-0.04962331114620318
BTCUSDT,2023-03-14 16:00:00+00:00,2023-03-14 23:00:00+00:00,2023-03-15 00:00:00+00:00,2023-03-15 00:00:00+00:00,24682.5,1,1,269.2604535069438,269.2604535069438,-0.0015641042789709086,-3.0559519024751713,0.00084171,0.00041994,2023-03-15 00:15:00+00:00,24413.239546493056,stop_loss,1,-1.0000000000000009,-1.1283348503277668
BTCUSDT,2023-03-15 08:00:00+00:00,2023-03-15 15:00:00+00:00,2023-03-15 16:00:00+00:00,2023-03-15 16:00:00+00:00,24480.0,1,1,246.45231348624432,246.45231348624432,-0.0015699814635629903,-2.9093380468012673,0.00039277,0.00077253,2023-03-15 16:15:00+00:00,24233.547686513757,stop_loss,1,-0.9999999999999943,-1.1390613847977187
BTCUSDT,2023-04-10 00:00:00+00:00,2023-04-10 07:00:00+00:00,2023-04-10 08:00:00+00:00,2023-04-10 08:00:00+00:00,28278.3,1,1,45.72906746343235,45.72906746343235,-0.0007553655147935298,-2.0697943309779028,-0.00084046,-0.00021608,2023-04-10 08:30:00+00:00,28337.74778770246,take_profit_r,2,1.2999999999999974,0.43425700115887333
