symbol,signal_time,entry_time,entry_price,direction,trade_dir,atr_entry,risk_distance,exit_time,exit_price,exit_reason,hold_bars,gross_R,net_R
BTCUSDT,2022-04-06 12:00:00+00:00,2022-04-06 16:00:00+00:00,44159.4,-1,-1,778.4398106064635,1245.5036969703417,2022-04-06 20:00:00+00:00,43751.2,regime_invalidation,1,0.32773889069373396,0.2781018160303802
BTCUSDT,2022-04-21 00:00:00+00:00,2022-04-21 04:00:00+00:00,41673.9,1,1,631.5307141395361,1010.4491426232579,2022-04-21 08:00:00+00:00,41833.7,regime_invalidation,1,0.15814749427678662,0.10040736908005207
BTCUSDT,2022-04-22 12:00:00+00:00,2022-04-22 16:00:00+00:00,39414.5,-1,-1,759.5808866577593,1215.329418652415,2022-04-22 20:00:00+00:00,39482.6,regime_invalidation,1,-0.056034190364213664,-0.10143776502727513
BTCUSDT,2022-05-05 08:00:00+00:00,2022-05-05 12:00:00+00:00,39499.0,1,1,564.1342674977508,902.6148279964013,2022-05-05 16:00:00+00:00,36886.5,regime_invalidation,1,-2.8943685822214476,-2.9556334742715262
BTCUSDT,2022-05-30 08:00:00+00:00,2022-05-30 12:00:00+00:00,30659.0,1,1,477.3898130721414,763.8237009154263,2022-05-30 16:00:00+00:00,30618.0,regime_invalidation,1,-0.053677307932265494,-0.1098716888457645
BTCUSDT,2022-06-04 00:00:00+00:00,2022-06-04 04:00:00+00:00,29543.3,-1,-1,513.7502752352272,822.0004403763635,2022-06-04 08:00:00+00:00,29690.4,regime_invalidation,1,-0.17895367541731552,-0.22927070442165828
BTCUSDT,2022-06-06 04:00:00+00:00,2022-06-06 08:00:00+00:00,31277.8,1,1,464.99656566051215,743.9945050568194,2022-06-06 12:00:00+00:00,31392.1,regime_invalidation,1,0.1536301669207491,0.0947736569568001
BTCUSDT,2022-06-10 08:00:00+00:00,2022-06-10 12:00:00+00:00,30005.4,-1,-1,554.4024258661586,887.0438813858539,2022-06-10 16:00:00+00:00,29438.2,regime_invalidation,1,0.6394272165136273,0.5920704161551485
BTCUSDT,2022-07-06 20:00:00+00:00,2022-07-07 00:00:00+00:00,20554.2,1,1,464.07750294117284,742.5240047058766,2022-07-07 04:00:00+00:00,20474.0,regime_invalidation,1,-0.10800997609736401,-0.1467641171320347
BTCUSDT,2022-07-12 04:00:00+00:00,2022-07-12 08:00:00+00:00,19722.9,-1,-1,420.907391802443,673.4518268839088,2022-07-12 12:00:00+00:00,19765.0,regime_invalidation,1,-0.06251375127274819,-0.10351454583256432
BTCUSDT,2022-07-15 16:00:00+00:00,2022-07-15 20:00:00+00:00,21156.7,1,1,492.0545845655079,787.2873353048127,2022-07-16 00:00:00+00:00,20823.1,regime_invalidation,1,-0.4237334770168033,-0.4613555479834756
BTCUSDT,2022-07-26 00:00:00+00:00,2022-07-26 04:00:00+00:00,21130.2,-1,-1,510.609792383017,816.9756678128273,2022-07-27 16:00:00+00:00,21516.5,regime_invalidation,9,-0.4728414997158793,-0.5090509991728172
BTCUSDT,2022-07-28 08:00:00+00:00,2022-07-28 12:00:00+00:00,23106.0,1,1,510.3215579797646,816.5144927676233,2022-07-28 16:00:00+00:00,23739.4,regime_invalidation,1,0.7757363838736718,0.7361187159859247
BTCUSDT,2022-08-04 16:00:00+00:00,2022-08-04 20:00:00+00:00,22439.1,-1,-1,443.9337453534804,710.2939925655687,2022-08-05 00:00:00+00:00,22608.9,regime_invalidation,1,-0.23905594271843475,-0.2832837418112168
BTCUSDT,2022-08-05 08:00:00+00:00,2022-08-05 12:00:00+00:00,23393.1,1,1,430.10576585383063,688.169225366129,2022-08-05 16:00:00+00:00,22979.1,regime_invalidation,1,-0.6015962131694252,-0.6491867458361188
BTCUSDT,2022-08-17 16:00:00+00:00,2022-08-17 20:00:00+00:00,23268.5,-1,-1,397.3874819346491,635.8199710954386,2022-08-18 00:00:00+00:00,23333.1,regime_invalidation,1,-0.10160108668606428,-0.15283555789003697
BTCUSDT,2022-09-09 16:00:00+00:00,2022-09-09 20:00:00+00:00,21280.1,1,1,387.28543586777124,619.656697388434,2022-09-11 16:00:00+00:00,21634.0,regime_invalidation,11,0.5711226901791363,0.5230442297581321
BTCUSDT,2022-09-15 04:00:00+00:00,2022-09-15 08:00:00+00:00,20195.1,-1,-1,498.26032514039554,797.2165202246329,2022-09-15 12:00:00+00:00,20140.9,regime_invalidation,1,0.06798654898010026,0.03252172947029703
BTCUSDT,2022-09-27 08:00:00+00:00,2022-09-27 12:00:00+00:00,20221.0,1,1,380.92171083648225,609.4747373383716,2022-09-27 16:00:00+00:00,19885.3,regime_invalidation,1,-0.5508021570607362,-0.5972510059886337
BTCUSDT,2022-09-28 00:00:00+00:00,2022-09-28 04:00:00+00:00,18736.0,-1,-1,454.54451226574247,727.271219625188,2022-09-28 08:00:00+00:00,18770.5,regime_invalidation,1,-0.047437598338870304,-0.08350447310605591
BTCUSDT,2022-09-29 04:00:00+00:00,2022-09-29 08:00:00+00:00,19353.2,1,1,437.51493404928124,700.02389447885,2022-09-29 12:00:00+00:00,19454.2,regime_invalidation,1,0.14428078926533205,0.10557571046202756
BTCUSDT,2022-10-02 12:00:00+00:00,2022-10-02 16:00:00+00:00,19137.1,-1,-1,300.6148615858056,480.983778537289,2022-10-02 20:00:00+00:00,19253.6,regime_invalidation,1,-0.2422119106683515,-0.2979142881611569
BTCUSDT,2022-10-03 20:00:00+00:00,2022-10-04 00:00:00+00:00,19621.9,1,1,290.6234902716376,464.9975844346202,2022-10-04 04:00:00+00:00,19588.0,regime_invalidation,1,-0.07290360452349377,-0.1319805995865992
BTCUSDT,2022-10-09 00:00:00+00:00,2022-10-09 04:00:00+00:00,19358.0,-1,-1,229.55046602221955,367.2807456355513,2022-10-09 08:00:00+00:00,19398.3,regime_invalidation,1,-0.10972532722961886,-0.1835141122994799
BTCUSDT,2022-10-17 20:00:00+00:00,2022-10-18 00:00:00+00:00,19540.7,1,1,205.01317638369392,328.0210822139103,2022-10-18 04:00:00+00:00,19539.9,regime_invalidation,1,-0.0024388676319212115,-0.085838933918392
BTCUSDT,2022-10-19 12:00:00+00:00,2022-10-19 16:00:00+00:00,19259.8,-1,-1,212.21009440159438,339.536151042551,2022-10-19 20:00:00+00:00,19223.7,regime_invalidation,1,0.10632152096073698,0.02690812148263287
BTCUSDT,2022-10-24 00:00:00+00:00,2022-10-24 04:00:00+00:00,19384.0,1,1,171.91515575103887,275.0642492016622,2022-10-24 08:00:00+00:00,19318.4,regime_invalidation,1,-0.23848973536326118,-0.3371488671070749
BTCUSDT,2022-11-08 08:00:00+00:00,2022-11-08 12:00:00+00:00,19688.9,-1,-1,306.82430492045324,490.91888787272524,2022-11-08 16:00:00+00:00,19513.8,regime_invalidation,1,0.356678067040269,0.3005293616615786
BTCUSDT,2022-11-30 08:00:00+00:00,2022-11-30 12:00:00+00:00,16871.3,1,1,193.24388088215247,309.19020941144396,2022-11-30 16:00:00+00:00,16856.8,regime_invalidation,1,-0.04689669840322996,-0.12328922080864918
BTCUSDT,2022-12-17 00:00:00+00:00,2022-12-17 04:00:00+00:00,16667.5,-1,-1,232.4463899399039,371.9142239038463,2022-12-17 08:00:00+00:00,16737.9,regime_invalidation,1,-0.18929095870827056,-0.25203257626477693
BTCUSDT,2023-01-04 00:00:00+00:00,2023-01-04 04:00:00+00:00,16855.9,1,1,96.878417842127,155.0054685474032,2023-01-04 08:00:00+00:00,16862.5,regime_invalidation,1,0.04257914292862614,-0.10966232455729852
BTCUSDT,2023-02-06 08:00:00+00:00,2023-02-06 12:00:00+00:00,22876.1,-1,-1,260.10974735006613,416.1755957601058,2023-02-06 16:00:00+00:00,23040.5,regime_invalidation,1,-0.39502556534998223,-0.4719799575014646
BTCUSDT,2023-02-15 20:00:00+00:00,2023-02-16 00:00:00+00:00,24332.7,1,1,359.96270212357445,575.9403233977191,2023-02-16 04:00:00+00:00,24741.0,regime_invalidation,1,0.7089276152627452,0.6497795080438733
BTCUSDT,2023-02-24 16:00:00+00:00,2023-02-24 20:00:00+00:00,23172.3,-1,-1,436.6035404843242,698.5656647749188,2023-02-25 00:00:00+00:00,23175.5,regime_invalidation,1,-0.0045808148916562956,-0.051020572291488875
BTCUSDT,2023-03-13 16:00:00+00:00,2023-03-13 20:00:00+00:00,24314.6,1,1,637.2335464964367,1019.5736743942988,2023-03-14 00:00:00+00:00,24119.5,regime_invalidation,1,-0.19135448952808848,-0.22474142453327337
BTCUSDT,2023-04-07 16:00:00+00:00,2023-04-07 20:00:00+00:00,27886.3,-1,-1,317.28822941890195,507.66116707024315,2023-04-08 00:00:00+00:00,27890.7,regime_invalidation,1,-0.008667198291715396,-0.0855705002033191
BTCUSDT,2023-04-09 20:00:00+00:00,2023-04-10 00:00:00+00:00,28309.4,1,1,263.7417392049071,421.9867827278514,2023-04-10 04:00:00+00:00,28269.8,regime_invalidation,1,-0.09384180173610106,-0.1877621841324386
BTCUSDT,2023-04-20 00:00:00+00:00,2023-04-20 04:00:00+00:00,28850.0,-1,-1,433.3115016503236,693.2984026405178,2023-04-21 04:00:00+00:00,28309.2,regime_invalidation,6,0.7800392990093322,0.7217815562449332
BTCUSDT,2023-04-27 12:00:00+00:00,2023-04-27 16:00:00+00:00,29136.6,1,1,685.8850859091009,1097.4161374545615,2023-04-27 20:00:00+00:00,29659.9,regime_invalidation,1,0.47684737096520974,0.43967711384231506
BTCUSDT,2023-05-02 00:00:00+00:00,2023-05-02 04:00:00+00:00,28031.9,-1,-1,446.84166128218527,714.9466580514965,2023-05-02 12:00:00+00:00,28746.846658051498,atr_trail_or_sl,2,-0.9999999999999999,-1.0548917315131687
BTCUSDT,2023-05-04 08:00:00+00:00,2023-05-04 12:00:00+00:00,29145.0,1,1,431.464465261449,690.3431444183184,2023-05-04 16:00:00+00:00,28850.0,regime_invalidation,1,-0.4273237192042609,-0.48642910806762174
BTCUSDT,2023-05-08 04:00:00+00:00,2023-05-08 08:00:00+00:00,27957.7,-1,-1,409.19612935368656,654.7138069658986,2023-05-08 12:00:00+00:00,27922.2,regime_invalidation,1,0.05422216489448351,-0.005560872493085567
BTCUSDT,2023-05-28 12:00:00+00:00,2023-05-28 16:00:00+00:00,27264.1,1,1,244.10320362599592,390.56512580159347,2023-05-28 20:00:00+00:00,27518.5,regime_invalidation,1,0.6513638397127046,0.5536343255333199
BTCUSDT,2023-06-01 20:00:00+00:00,2023-06-02 00:00:00+00:00,26805.3,-1,-1,326.0982367848068,521.7571788556909,2023-06-02 04:00:00+00:00,26985.2,regime_invalidation,1,-0.34479640585790333,-0.4167214727679639
BTCUSDT,2023-06-03 12:00:00+00:00,2023-06-03 16:00:00+00:00,27292.8,1,1,270.1429929843735,432.2287887749976,2023-06-03 20:00:00+00:00,27084.9,regime_invalidation,1,-0.48099526315500213,-0.5693973339848808
BTCUSDT,2023-06-03 20:00:00+00:00,2023-06-04 00:00:00+00:00,27054.9,-1,-1,269.3018663997915,430.8829862396664,2023-06-04 04:00:00+00:00,27048.3,regime_invalidation,1,0.015317383630299853,-0.07258782778348308
BTCUSDT,2023-06-04 12:00:00+00:00,2023-06-04 16:00:00+00:00,27167.0,1,1,237.07659324876224,379.3225491980196,2023-06-04 20:00:00+00:00,27205.0,regime_invalidation,1,0.10017859491965682,-8.910622390222167e-05
BTCUSDT,2023-06-05 00:00:00+00:00,2023-06-05 04:00:00+00:00,26835.8,-1,-1,249.21912367621383,398.75059788194216,2023-06-05 08:00:00+00:00,26819.2,regime_invalidation,1,0.041630031624211625,-0.05258956378094275
BTCUSDT,2023-06-17 16:00:00+00:00,2023-06-17 20:00:00+00:00,26466.1,1,1,335.31162247090657,536.4985959534505,2023-06-18 00:00:00+00:00,26508.8,regime_invalidation,1,0.07959014305361875,0.010526514034886192
BTCUSDT,2023-07-07 08:00:00+00:00,2023-07-07 12:00:00+00:00,30103.9,-1,-1,386.91217736436647,619.0594837829864,2023-07-07 16:00:00+00:00,30375.5,regime_invalidation,1,-0.43873005278957805,-0.5068098756564453
BTCUSDT,2023-07-11 12:00:00+00:00,2023-07-11 16:00:00+00:00,30585.5,1,1,321.37147168282223,514.1943546925156,2023-07-11 20:00:00+00:00,30565.5,regime_invalidation,1,-0.03889579848063453,-0.12217111959069583
BTCUSDT,2023-07-16 00:00:00+00:00,2023-07-16 04:00:00+00:00,30174.1,-1,-1,317.2631493182815,507.6210389092504,2023-07-16 08:00:00+00:00,30253.0,regime_invalidation,1,-0.15543090997476713,-0.238649958757243
BTCUSDT,2023-08-08 16:00:00+00:00,2023-08-08 20:00:00+00:00,29866.4,1,1,219.3380327503087,350.94085240049395,2023-08-09 00:00:00+00:00,29758.9,regime_invalidation,1,-0.30631942466852197,-0.42546474421166547
BTCUSDT,2023-08-15 16:00:00+00:00,2023-08-15 20:00:00+00:00,29172.4,-1,-1,168.79117007856524,270.0658721257044,2023-08-16 00:00:00+00:00,29188.9,regime_invalidation,1,-0.06109620541880219,-0.21232360663960526
BTCUSDT,2023-08-29 20:00:00+00:00,2023-08-30 00:00:00+00:00,27700.1,1,1,324.43114254374876,519.089828069998,2023-08-30 04:00:00+00:00,27379.2,regime_invalidation,1,-0.6181974345232695,-0.6929053904548786
BTCUSDT,2023-09-01 12:00:00+00:00,2023-09-01 16:00:00+00:00,25798.0,-1,-1,351.36946114515007,562.1911378322401,2023-09-01 20:00:00+00:00,25637.2,regime_invalidation,1,0.28602371894375644,0.22178008796219248
BTCUSDT,2023-09-13 12:00:00+00:00,2023-09-13 16:00:00+00:00,26229.2,1,1,343.5734373178078,549.7174997084925,2023-09-13 20:00:00+00:00,26129.4,regime_invalidation,1,-0.18154779510006835,-0.2483473421755618
BTCUSDT,2023-09-24 12:00:00+00:00,2023-09-24 16:00:00+00:00,26566.0,-1,-1,142.71010910968295,228.33617457549272,2023-09-24 20:00:00+00:00,26432.5,regime_invalidation,1,0.5846642576376443,0.4217798611150801
BTCUSDT,2023-09-28 16:00:00+00:00,2023-09-28 20:00:00+00:00,27088.5,1,1,279.03219813062645,446.4515170090024,2023-09-29 00:00:00+00:00,27011.7,regime_invalidation,1,-0.17202315833647544,-0.25696832831612026
BTCUSDT,2023-10-11 04:00:00+00:00,2023-10-11 08:00:00+00:00,27012.7,-1,-1,245.03069657686416,392.0491145229827,2023-10-11 12:00:00+00:00,27185.0,regime_invalidation,1,-0.439485752211535,-0.5359475948712589
BTCUSDT,2023-10-16 12:00:00+00:00,2023-10-16 16:00:00+00:00,28054.1,1,1,442.14639767514865,707.4342362802379,2023-10-17 00:00:00+00:00,28486.3,regime_invalidation,2,0.6109401804930348,0.555421606488876
BTCUSDT,2023-12-12 20:00:00+00:00,2023-12-13 00:00:00+00:00,41514.9,-1,-1,729.012159850228,1166.4194557603648,2023-12-13 04:00:00+00:00,40858.6,regime_invalidation,1,0.5626620824600139,0.5128336440599427
BTCUSDT,2023-12-14 04:00:00+00:00,2023-12-14 08:00:00+00:00,42910.2,1,1,716.7407890841505,1146.7852625346409,2023-12-14 12:00:00+00:00,43269.9,regime_invalidation,1,0.3136594197286686,0.26127447726156455
BTCUSDT,2023-12-17 08:00:00+00:00,2023-12-17 12:00:00+00:00,41979.8,-1,-1,555.7199476228401,889.1519161965442,2023-12-17 16:00:00+00:00,41828.5,regime_invalidation,1,0.17016214804687946,0.10406352200848187
BTCUSDT,2023-12-19 08:00:00+00:00,2023-12-19 12:00:00+00:00,43004.0,1,1,627.2970983507539,1003.6753573612064,2023-12-19 16:00:00+00:00,42512.9,regime_invalidation,1,-0.4893016416096581,-0.5492867748087917
BTCUSDT,2023-12-26 20:00:00+00:00,2023-12-27 00:00:00+00:00,42538.6,-1,-1,533.9905716840522,854.3849146944835,2023-12-27 04:00:00+00:00,42274.7,regime_invalidation,1,0.3088771763887808,0.23917318352123854
BTCUSDT,2024-01-02 00:00:00+00:00,2024-01-02 04:00:00+00:00,45434.9,1,1,590.6589716829305,945.0543546926889,2024-01-02 08:00:00+00:00,45495.6,regime_invalidation,1,0.0642291098904416,-0.0030779816902159057
BTCUSDT,2024-01-13 08:00:00+00:00,2024-01-13 12:00:00+00:00,42631.8,-1,-1,1163.7809544686138,1862.049527149782,2024-01-13 16:00:00+00:00,43159.9,regime_invalidation,1,-0.2836122199221818,-0.31566535230655957
BTCUSDT,2024-01-27 20:00:00+00:00,2024-01-28 00:00:00+00:00,42102.2,1,1,498.2603787845346,797.2166060552554,2024-01-28 04:00:00+00:00,42210.1,regime_invalidation,1,0.1353459012023175,0.06140980961529073
BTCUSDT,2024-03-16 20:00:00+00:00,2024-03-17 00:00:00+00:00,65351.0,-1,-1,1869.0406631392789,2990.4650610228464,2024-03-17 04:00:00+00:00,66574.5,regime_invalidation,1,-0.40913368825032154,-0.4397280600731131
BTCUSDT,2024-03-25 16:00:00+00:00,2024-03-25 20:00:00+00:00,71019.6,1,1,1461.3584609425698,2338.1735375081116,2024-03-26 00:00:00+00:00,69920.6,regime_invalidation,1,-0.4700249927433743,-0.5125485430295365
BTCUSDT,2024-04-02 08:00:00+00:00,2024-04-02 12:00:00+00:00,65684.2,-1,-1,1208.7174190539415,1933.9478704863066,2024-04-02 16:00:00+00:00,64928.2,regime_invalidation,1,0.3909102264529487,0.34336091997816953
BTCUSDT,2024-04-07 04:00:00+00:00,2024-04-07 08:00:00+00:00,69367.3,1,1,1060.0921284735646,1696.1474055577035,2024-04-07 12:00:00+00:00,69366.2,regime_invalidation,1,-0.000648528539678504,-0.05790429515630005
BTCUSDT,2024-04-13 04:00:00+00:00,2024-04-13 08:00:00+00:00,67466.1,-1,-1,1311.7859552088298,2098.857528334128,2024-04-13 12:00:00+00:00,67377.1,regime_invalidation,1,0.04240402161581672,-0.0025978609440573674
BTCUSDT,2024-04-22 12:00:00+00:00,2024-04-22 16:00:00+00:00,65966.8,1,1,1163.2674609035212,1861.2279374456339,2024-04-22 20:00:00+00:00,66495.6,regime_invalidation,1,0.28411350880845515,0.23449383668664786
BTCUSDT,2024-04-25 08:00:00+00:00,2024-04-25 12:00:00+00:00,63827.0,-1,-1,964.6675000255436,1543.4680000408698,2024-04-25 16:00:00+00:00,64091.6,regime_invalidation,1,-0.17143212557240717,-0.22932629636029125
BTCUSDT,2024-05-05 00:00:00+00:00,2024-05-05 04:00:00+00:00,63209.8,1,1,1190.0098829486087,1904.015812717774,2024-05-05 08:00:00+00:00,63697.1,regime_invalidation,1,0.2559327484284011,0.20945534030557414
BTCUSDT,2024-05-09 04:00:00+00:00,2024-05-09 08:00:00+00:00,61222.5,-1,-1,975.1062160741337,1560.1699457186141,2024-05-09 12:00:00+00:00,61033.0,regime_invalidation,1,0.1214611270522304,0.06652384266522646
BTCUSDT,2024-05-10 04:00:00+00:00,2024-05-10 08:00:00+00:00,63053.8,1,1,947.5936320780681,1516.149811324909,2024-05-10 12:00:00+00:00,63276.5,regime_invalidation,1,0.14688522093036938,0.0886618716672386
BTCUSDT,2024-05-10 12:00:00+00:00,2024-05-10 16:00:00+00:00,60893.7,-1,-1,1052.9797133734364,1684.7675413974985,2024-05-10 20:00:00+00:00,60682.4,regime_invalidation,1,0.12541789582717408,0.07481674290533838
BTCUSDT,2024-05-15 12:00:00+00:00,2024-05-15 16:00:00+00:00,64685.4,1,1,935.8702446164385,1497.3923913863018,2024-05-15 20:00:00+00:00,65959.6,regime_invalidation,1,0.8509459560031132,0.7904677803953428
BTCUSDT,2024-05-30 00:00:00+00:00,2024-05-30 04:00:00+00:00,68156.0,-1,-1,883.3302401661491,1413.3283842658386,2024-05-30 08:00:00+00:00,67627.9,regime_invalidation,1,0.3736569688114842,0.3061437135324815
BTCUSDT,2024-05-30 20:00:00+00:00,2024-05-31 00:00:00+00:00,68402.6,1,1,904.3760387450353,1447.0016619920566,2024-05-31 04:00:00+00:00,68574.0,regime_invalidation,1,0.11845183354111109,0.05227109407453423
BTCUSDT,2024-05-31 12:00:00+00:00,2024-05-31 16:00:00+00:00,67252.6,-1,-1,905.2250844074598,1448.3601350519357,2024-05-31 20:00:00+00:00,67720.0,regime_invalidation,1,-0.32270979343354683,-0.3877168574374341
BTCUSDT,2024-06-03 08:00:00+00:00,2024-06-03 12:00:00+00:00,69125.5,1,1,689.4940784704687,1103.19052555275,2024-06-03 16:00:00+00:00,69650.0,regime_invalidation,1,0.4754391810401028,0.38771571192173737
BTCUSDT,2024-06-11 00:00:00+00:00,2024-06-11 04:00:00+00:00,68472.2,-1,-1,624.1939170640089,998.7102673024143,2024-06-11 08:00:00+00:00,67582.1,regime_invalidation,1,0.8912494735877835,0.7952645987562396
BTCUSDT,2024-07-02 04:00:00+00:00,2024-07-02 08:00:00+00:00,62617.9,1,1,663.8965580863487,1062.234492938158,2024-07-02 12:00:00+00:00,62823.3,regime_invalidation,1,0.19336596708685452,0.11083705225420114
BTCUSDT,2024-07-02 16:00:00+00:00,2024-07-02 20:00:00+00:00,61944.0,-1,-1,688.9938914415849,1102.3902263065359,2024-07-03 00:00:00+00:00,62123.5,regime_invalidation,1,-0.162828003837987,-0.24149488415908102
BTCUSDT,2024-07-14 00:00:00+00:00,2024-07-14 04:00:00+00:00,59435.0,1,1,892.4611138214035,1427.9377821142457,2024-07-14 08:00:00+00:00,60031.2,regime_invalidation,1,0.41752519435212804,0.35925304759458626
BTCUSDT,2024-07-31 16:00:00+00:00,2024-07-31 20:00:00+00:00,65228.1,-1,-1,1037.7687638008624,1660.43002208138,2024-08-01 00:00:00+00:00,64601.8,regime_invalidation,1,0.37719144539130706,0.3221940418358537
BTCUSDT,2024-08-10 20:00:00+00:00,2024-08-11 00:00:00+00:00,60889.8,1,1,1237.1486521866384,1979.4378434986215,2024-08-11 20:00:00+00:00,59545.226728119356,atr_trail_or_sl,5,-0.6792702667056911,-0.7223358877253083
BTCUSDT,2024-08-12 00:00:00+00:00,2024-08-12 04:00:00+00:00,58488.6,-1,-1,1124.8230587843886,1799.7168940550218,2024-08-12 12:00:00+00:00,60123.91139151668,atr_trail_or_sl,2,-0.9086492419549892,-0.9541475313084349
BTCUSDT,2024-08-14 00:00:00+00:00,2024-08-14 04:00:00+00:00,60920.1,1,1,1241.0337282278306,1985.653965164529,2024-08-14 12:00:00+00:00,58934.44603483547,atr_trail_or_sl,2,-1.0,-1.0429521666394341
BTCUSDT,2024-08-14 20:00:00+00:00,2024-08-15 00:00:00+00:00,58648.1,-1,-1,1239.3955019762889,1983.0328031620622,2024-08-16 00:00:00+00:00,57511.1,regime_invalidation,6,0.5733641915489178,0.5319592587262862
BTCUSDT,2024-08-20 04:00:00+00:00,2024-08-20 08:00:00+00:00,60899.9,1,1,911.7074914942135,1458.7319863907417,2024-08-20 12:00:00+00:00,60494.9,regime_invalidation,1,-0.27763838990195083,-0.33608631645421194
BTCUSDT,2024-08-28 12:00:00+00:00,2024-08-28 16:00:00+00:00,58963.4,-1,-1,1099.8726564841077,1759.7962503745723,2024-08-28 20:00:00+00:00,58871.0,regime_invalidation,1,0.05250607846239821,0.005597943510735753
BTCUSDT,2024-09-11 20:00:00+00:00,2024-09-12 00:00:00+00:00,57305.6,1,1,925.8288855249391,1481.3262168399026,2024-09-12 04:00:00+00:00,58197.9,regime_invalidation,1,0.602365630106471,0.5482061619974483
BTCUSDT,2024-10-01 16:00:00+00:00,2024-10-01 20:00:00+00:00,61739.8,-1,-1,812.1005592050861,1299.360894728138,2024-10-02 00:00:00+00:00,60776.7,regime_invalidation,1,0.741210547360295,0.6746888286055647
BTCUSDT,2024-10-07 16:00:00+00:00,2024-10-07 20:00:00+00:00,63349.4,1,1,774.3866768974228,1239.0186830358766,2024-10-08 00:00:00+00:00,62190.6,regime_invalidation,1,-0.9352562764918768,-1.0068364400634957
BTCUSDT,2024-10-12 20:00:00+00:00,2024-10-13 00:00:00+00:00,63176.0,1,1,724.2971062705437,1158.87537003287,2024-10-14 12:00:00+00:00,64899.5,regime_invalidation,9,1.4872177324392657,1.4108968421286092
BTCUSDT,2024-11-03 12:00:00+00:00,2024-11-03 16:00:00+00:00,68075.6,-1,-1,855.0559447755812,1368.0895116409301,2024-11-03 20:00:00+00:00,68670.0,regime_invalidation,1,-0.43447449523025133,-0.5041379486732115
BTCUSDT,2024-11-06 00:00:00+00:00,2024-11-06 04:00:00+00:00,74367.1,1,1,1411.5731839832956,2258.5170943732733,2024-11-06 08:00:00+00:00,73435.8,regime_invalidation,1,-0.4123502108176134,-0.45844857343766304
BTCUSDT,2024-12-10 16:00:00+00:00,2024-12-10 20:00:00+00:00,95862.9,-1,-1,1893.7846308007647,3030.0554092812235,2024-12-11 00:00:00+00:00,96602.3,regime_invalidation,1,-0.24402194023752388,-0.2883142193783321
BTCUSDT,2024-12-11 12:00:00+00:00,2024-12-11 16:00:00+00:00,100352.7,1,1,1820.5113515274663,2912.818162443946,2024-12-11 20:00:00+00:00,101094.2,regime_invalidation,1,0.25456446597334387,0.20633152722988268
BTCUSDT,2024-12-20 00:00:00+00:00,2024-12-20 04:00:00+00:00,97083.2,-1,-1,2050.898548340104,3281.4376773441663,2024-12-20 08:00:00+00:00,97826.1,regime_invalidation,1,-0.22639466997321592,-0.2678144662224027
